# wavelength_nm,flux_ph_s_nm_sr_m2
# source=ESO SkyCalc via skycalc_ipy; observatory=paranal; airmass=1.2; incl_moon=Y; moon_sun_sep=90; moon_target_sep=60; moon_alt=30; pwv=2.5; msolflux=130; wmin=300 nm; wmax=900 nm; wdelta=1 nm
# unit_conversion=SkyCalc ph/(s um arcsec^2 m^2) * (206265^2) / 1000 -> ph/(s nm sr m^2)
wavelength_nm,flux_ph_s_nm_sr_m2
706.118079,1.7304887758e+10
706.824551,1.7936444494e+10
707.531729,1.7719502578e+10
708.239614,1.8675067215e+10
708.948208,1.8538662877e+10
709.657511,1.6649930326e+10
710.367523,1.6523532841e+10
711.078246,1.6391331677e+10
711.789680,1.6223089396e+10
712.501826,1.6010125957e+10
713.214684,1.8578091354e+10
713.928255,1.6033018381e+10
714.642541,1.9045329358e+10
715.357541,1.6661600732e+10
716.073256,1.7011244131e+10
716.789687,1.7053643732e+10
717.506836,1.7337649842e+10
718.224701,1.6698963664e+10
718.943285,1.4681206410e+10
719.662588,1.4651642879e+10
720.382611,1.5639212900e+10
721.103354,1.5299289399e+10
721.824818,1.5769113344e+10
722.547004,1.6463650622e+10
723.269912,1.7794942582e+10
723.993544,6.1437797459e+10
724.717899,5.8996410210e+10
725.442980,2.7332613940e+10
726.168785,1.6394738607e+10
726.895317,1.8843150428e+10
727.622576,7.9616464598e+10
728.350563,4.1530776894e+10
729.079278,1.8950662201e+10
729.808722,2.2754362119e+10
730.538895,2.9902541487e+10
731.269800,1.8463729392e+10
732.001435,6.4555880656e+10
732.733803,1.5695244802e+10
733.466903,3.6735828955e+10
734.200737,7.5008758618e+10
734.935305,1.8340097999e+10
735.670608,1.7944251266e+10
736.406646,3.5575762896e+10
737.143421,6.6655976431e+10
737.880933,1.7867807550e+10
738.619183,1.6463036769e+10
739.358172,3.0086188246e+10
740.097900,4.3730998418e+10
740.838368,1.5911341842e+10
741.579577,1.7750672899e+10
742.321527,1.6893091266e+10
743.064220,3.4110673928e+10
743.807656,3.1299477671e+10
744.551836,1.6136926247e+10
745.296760,1.6201742932e+10
746.042430,1.7175337157e+10
746.788845,2.4215632103e+10
747.536007,3.3021590354e+10
748.283917,3.8533153957e+10
749.032576,1.6929843735e+10
749.781983,1.9913196494e+10
750.532140,1.6713757593e+10
751.283047,1.5763622327e+10
752.034706,1.9331799547e+10
752.787117,5.5606687307e+10
753.540281,2.9797897221e+10
754.294198,1.9301826791e+10
755.048869,1.6547440035e+10
755.804296,2.4420212389e+10
756.560478,1.6873980573e+10
757.317417,4.5456176257e+10
758.075113,1.6204880197e+10
758.833567,2.4735387205e+10
759.592781,1.0162868014e+10
760.352753,1.3982793226e+10
761.113486,5.4744318571e+09
761.874981,1.8716175930e+10
762.637237,1.1431166463e+10
763.400255,1.8959727596e+10
764.164037,1.0922886896e+10
764.928584,1.0410022463e+10
765.693895,1.7543819693e+10
766.459972,2.0767343474e+10
767.226815,1.5514388519e+10
767.994425,1.6202624553e+10
768.762804,2.0589989191e+10
769.531951,2.1871189237e+10
770.301868,2.2666331545e+10
771.072555,3.6873247015e+10
771.844014,1.1705205678e+11
772.616244,3.7143962723e+10
773.389246,2.1325709721e+10
774.163022,2.1148206897e+10
774.937573,1.0057119549e+11
775.712898,2.3883049713e+10
776.488999,5.1061872097e+10
777.265876,3.2299473292e+10
778.043531,3.7801764741e+10
778.821963,2.0467388617e+10
779.601175,8.5778081747e+10
780.381166,1.8380558842e+10
781.161937,4.5010046417e+10
781.943490,2.1784961713e+10
782.725825,1.0126489103e+11
783.508942,1.8451944714e+10
784.292843,4.1580204403e+10
785.077528,3.1362353279e+10
785.862998,1.0630976578e+11
786.649254,5.6978496804e+10
787.436297,5.0141747676e+10
788.224127,5.0603743228e+10
789.012745,4.0066471571e+10
789.802153,2.1894419213e+10
790.592350,1.9974758212e+10
791.383338,1.2470001416e+11
792.175117,6.3916835818e+10
792.967688,4.5853607082e+10
793.761053,2.3951694077e+10
794.555211,2.1988132999e+10
795.350163,4.1252317571e+10
796.145911,1.7728609402e+10
796.942455,1.0251898467e+11
797.739796,2.8655202790e+10
798.537935,4.4855099475e+10
799.336873,1.0313313268e+11
800.136609,2.0636010630e+10
800.937146,1.9134459165e+10
801.738484,4.0851940982e+10
802.540623,8.5092937628e+10
803.343565,2.6376392715e+10
804.147311,1.9144005785e+10
804.951860,1.9868200100e+10
805.757215,3.2316742823e+10
806.563375,4.6638387476e+10
807.370342,1.9153836708e+10
808.178116,1.9889544329e+10
808.986698,2.0935074020e+10
809.796090,2.4802289961e+10
810.606291,3.2064134917e+10
811.417302,1.8802158425e+10
812.229126,1.8813513629e+10
813.041761,1.9599516711e+10
813.855209,2.3061401486e+10
814.669472,2.4041792037e+10
815.484549,1.8011087484e+10
816.300441,1.6873390419e+10
817.117150,1.7717683045e+10
817.934676,1.7456804178e+10
818.753019,1.9328158982e+10
819.572182,2.0308137967e+10
820.392164,1.8129803708e+10
821.212966,2.0004437313e+10
822.034590,1.8736336425e+10
822.857036,1.6973107167e+10
823.680305,1.7877841046e+10
824.504397,2.0076654996e+10
825.329314,2.0940761064e+10
826.155056,1.9483650904e+10
826.981624,1.9465794308e+10
827.809019,3.9131900213e+10
828.637242,7.8234114025e+10
829.466294,9.8479969094e+10
830.296175,8.8882658754e+10
831.126887,4.3514645146e+10
831.958429,2.2283914865e+10
832.790804,1.9159735330e+10
833.624011,2.0649350874e+10
834.458052,2.0863542180e+11
835.292927,8.2289729672e+10
836.128638,2.6643348812e+10
836.965185,4.1153714019e+10
837.802569,2.1896340138e+10
838.640790,6.4885083358e+10
839.479851,2.2848567500e+10
840.319750,1.5973858818e+11
841.160490,2.0519252668e+10
842.002072,7.0661027531e+10
842.844495,1.5887839214e+11
843.687761,2.4032874416e+10
844.531871,2.2123061452e+10
845.376825,6.6497053905e+10
846.222625,2.2427552641e+10
847.069270,1.3509816875e+11
847.916763,2.3972173770e+10
848.765104,2.0995489159e+10
849.614294,5.5123990160e+10
850.464333,8.0611583918e+10
851.315223,2.1164826147e+10
852.166964,2.2909515101e+10
853.019557,2.0949389682e+10
853.873003,6.8383387343e+10
854.727303,4.2555183701e+10
855.582458,2.1560243756e+10
856.438469,2.1726857500e+10
857.295335,2.5209625139e+10
858.153060,2.3252560252e+10
859.011642,2.7474575682e+10
859.871083,3.0356497249e+10
860.731384,2.3335239602e+10
861.592546,3.1010682761e+10
862.454570,6.2909858080e+10
863.317456,7.0157067401e+10
864.181205,5.5172504919e+10
865.045818,6.3101725822e+10
865.911297,9.3568605729e+10
866.777641,7.0682192470e+10
867.644852,5.9745830894e+10
868.512931,4.1700324788e+10
869.381879,3.2252116154e+10
870.251695,2.9393530667e+10
871.122382,2.8722198249e+10
871.993940,2.3138369568e+10
872.866370,2.4058481743e+10
873.739673,2.3905783602e+10
874.613850,2.4445428667e+10
875.488901,2.3595932228e+10
876.364828,1.5354532012e+11
877.241631,1.5920399941e+11
878.119312,1.7518344249e+11
878.997870,6.9527841145e+10
879.877308,2.2735777910e+10
880.757625,2.5587037599e+10
881.638823,2.6934582776e+10
882.520903,3.1460656655e+11
883.403865,4.9358641499e+10
884.287711,1.2968107416e+11
885.172441,6.0085044524e+10
886.058056,2.5941850854e+10
886.944557,1.0179547912e+11
887.831946,2.2798348877e+10
888.720222,2.3527592800e+11
889.609386,2.8365437922e+10
890.499441,1.1150200035e+11
891.390386,2.8027463699e+10
892.282222,2.5373243612e+11
893.174950,2.9277287702e+10
894.068572,2.6143096890e+10
894.963088,9.7684735326e+10
895.858498,2.1089293364e+11
896.754805,2.2757621390e+10
897.652008,2.7568985944e+10
898.550109,3.0002208910e+10
899.449109,7.4772649467e+10
