# wavelength_nm,flux_ph_s_nm_sr_m2
# source=ESO SkyCalc via skycalc_ipy; observatory=paranal; airmass=1.2; incl_moon=N; moon_sun_sep=90; moon_target_sep=60; moon_alt=30; pwv=2.5; msolflux=130; wmin=300 nm; wmax=900 nm; wdelta=1 nm
# unit_conversion=SkyCalc ph/(s um arcsec^2 m^2) * (206265^2) / 1000 -> ph/(s nm sr m^2)
wavelength_nm,flux_ph_s_nm_sr_m2
685.249136,7.9527864394e+09
685.934728,7.1994121057e+09
686.621006,3.8174335925e+10
687.307970,8.6797696850e+09
687.995622,9.6747158590e+09
688.683962,7.7800909226e+09
689.372990,1.3320272004e+10
690.062708,1.2490178545e+10
690.753116,7.3002492874e+09
691.444214,1.5295181939e+10
692.136005,7.3173944812e+09
692.828487,2.3916078519e+10
693.521662,7.2173228822e+09
694.215530,1.5204695537e+10
694.910093,2.7209497134e+10
695.605351,8.7670764882e+09
696.301304,7.9619383012e+09
696.997954,1.3338424166e+10
697.695300,1.3411265409e+10
698.393344,1.3132070126e+10
699.092087,8.0923512871e+09
699.791529,8.2313617415e+09
700.491670,1.0943250487e+10
701.192512,1.2636723535e+10
701.894056,7.4016596653e+09
702.596301,7.4119026541e+09
703.299248,7.7702609715e+09
704.002899,9.3945283192e+09
704.707254,1.1652270396e+10
705.412314,9.7326147139e+09
706.118079,8.7055423319e+09
706.824551,9.4141754961e+09
707.531729,8.9776642124e+09
708.239614,9.9968515739e+09
708.948208,1.0147148675e+10
709.657511,8.1864682926e+09
710.367523,7.9880622509e+09
711.078246,7.9767065016e+09
711.789680,7.8488943018e+09
712.501826,7.7210179850e+09
713.214684,1.0385083998e+10
713.928255,7.6493073898e+09
714.642541,1.0780775413e+10
715.357541,8.4723427232e+09
716.073256,8.7886820144e+09
716.789687,9.2107683097e+09
717.506836,9.3699953720e+09
718.224701,9.0854631669e+09
718.943285,7.5416876531e+09
719.662588,7.3413138453e+09
720.382611,8.0713485620e+09
721.103354,7.7270490148e+09
721.824818,7.7193553811e+09
722.547004,8.6229116282e+09
723.269912,9.9328319208e+09
723.993544,5.4072713512e+10
724.717899,5.1369150010e+10
725.442980,1.9871888490e+10
726.168785,8.7335955827e+09
726.895317,1.1125935482e+10
727.622576,7.2206409913e+10
728.350563,3.3785940698e+10
729.079278,1.1719446944e+10
729.808722,1.4983907571e+10
730.538895,2.2265325470e+10
731.269800,1.0915479575e+10
732.001435,5.6893974255e+10
732.733803,8.0049095584e+09
733.466903,2.9009716212e+10
734.200737,6.7085425260e+10
734.935305,1.0588718467e+10
735.670608,1.0322635588e+10
736.406646,2.7932908480e+10
737.143421,5.8880298412e+10
737.880933,1.0176871680e+10
738.619183,8.9666652096e+09
739.358172,2.2586537979e+10
740.097900,3.6157786343e+10
740.838368,8.2935854452e+09
741.579577,1.0302187600e+10
742.321527,9.5408540679e+09
743.064220,2.6421122866e+10
743.807656,2.3605828695e+10
744.551836,8.7456181073e+09
745.296760,8.6316720430e+09
746.042430,9.5449619278e+09
746.788845,1.6622859503e+10
747.536007,2.5519742208e+10
748.283917,3.1003269381e+10
749.032576,9.3879168682e+09
749.781983,1.2642114000e+10
750.532140,9.2042263690e+09
751.283047,8.5367736964e+09
752.034706,1.1873768301e+10
752.787117,4.8254096971e+10
753.540281,2.2395948080e+10
754.294198,1.1881482467e+10
755.048869,9.1535618618e+09
755.804296,1.7088411350e+10
756.560478,9.4521774994e+09
757.317417,3.8118427949e+10
758.075113,8.8078264007e+09
758.833567,1.7603838720e+10
759.592781,6.0037923847e+09
760.352753,1.2667824288e+10
761.113486,4.1260936509e+09
761.874981,1.4298239505e+10
762.637237,8.4936059234e+09
763.400255,1.6046559815e+10
764.164037,7.2818117188e+09
764.928584,6.7606333346e+09
765.693895,1.2083582790e+10
766.459972,1.5856935733e+10
767.226815,8.9342955489e+09
767.994425,9.4826976358e+09
768.762804,1.3796746307e+10
769.531951,1.4960833498e+10
770.301868,1.5656899972e+10
771.072555,2.9838763875e+10
771.844014,1.0992699676e+11
772.616244,3.0158616726e+10
773.389246,1.4117923786e+10
774.163022,1.3970464438e+10
774.937573,9.3837917673e+10
775.712898,1.6718342038e+10
776.488999,4.3949290046e+10
777.265876,2.5312238808e+10
778.043531,3.0847028512e+10
778.821963,1.3501465657e+10
779.601175,7.8794612190e+10
780.381166,1.1454967120e+10
781.161937,3.8185510569e+10
781.943490,1.4809741996e+10
782.725825,9.4377941891e+10
783.508942,1.1762885187e+10
784.292843,3.4693438361e+10
785.077528,2.4550485054e+10
785.862998,9.9671842293e+10
786.649254,5.0153310486e+10
787.436297,4.3365816934e+10
788.224127,4.3890957698e+10
789.012745,3.3307566569e+10
789.802153,1.5188756287e+10
790.592350,1.3231876693e+10
791.383338,1.1816414033e+11
792.175117,5.7385520730e+10
792.967688,3.9307674670e+10
793.761053,1.7582885463e+10
794.555211,1.5648468523e+10
795.350163,3.4602906896e+10
796.145911,1.1258112144e+10
796.942455,9.5994047165e+10
797.739796,2.2148398717e+10
798.537935,3.8353557052e+10
799.336873,9.6667655758e+10
800.136609,1.4394303991e+10
800.937146,1.2686558373e+10
801.738484,3.4438201877e+10
802.540623,7.8700616789e+10
803.343565,1.9970179162e+10
804.147311,1.2736683360e+10
804.951860,1.3744046057e+10
805.757215,2.5955137573e+10
806.563375,4.0272152823e+10
807.370342,1.2904895888e+10
808.178116,1.3563945798e+10
808.986698,1.4703998070e+10
809.796090,1.8661052700e+10
810.606291,2.5774242446e+10
811.417302,1.2583526732e+10
812.229126,1.2579172540e+10
813.041761,1.3421480339e+10
813.855209,1.7023162145e+10
814.669472,1.8162530076e+10
815.484549,1.2182680614e+10
816.300441,1.1414188314e+10
817.117150,1.1943078318e+10
817.934676,1.1823180928e+10
818.753019,1.3853024739e+10
819.572182,1.4664875411e+10
820.392164,1.2468866404e+10
821.212966,1.4169460802e+10
822.034590,1.2987411133e+10
822.857036,1.1706601918e+10
823.680305,1.2356567227e+10
824.504397,1.4277024324e+10
825.329314,1.5031213262e+10
826.155056,1.3757771902e+10
826.981624,1.3534470244e+10
827.809019,3.3657373886e+10
828.637242,7.2657119750e+10
829.466294,9.2900197632e+10
830.296175,8.3132963304e+10
831.126887,3.7954702739e+10
831.958429,1.6658239709e+10
832.790804,1.3695370813e+10
833.624011,1.5091310428e+10
834.458052,2.0307552341e+11
835.292927,7.6562043864e+10
836.128638,2.0944017906e+10
836.965185,3.5470562852e+10
837.802569,1.6264712505e+10
838.640790,5.9331392443e+10
839.479851,1.7118233082e+10
840.319750,1.5408072932e+11
841.160490,1.4868003341e+10
842.002072,6.5125923357e+10
842.844495,1.5340968605e+11
843.687761,1.8684964688e+10
844.531871,1.6571761704e+10
845.376825,6.0840718651e+10
846.222625,1.6864878039e+10
847.069270,1.2975055107e+11
847.916763,1.8487922944e+10
848.765104,1.5643434445e+10
849.614294,4.9934529405e+10
850.464333,7.5500379136e+10
851.315223,1.5884515302e+10
852.166964,1.7594881725e+10
853.019557,1.5970335457e+10
853.873003,6.3589086042e+10
854.727303,3.8495159131e+10
855.582458,1.6340265692e+10
856.438469,1.6461359297e+10
857.295335,2.0012610782e+10
858.153060,1.8025509456e+10
859.011642,2.2241133272e+10
859.871083,2.5145742353e+10
860.731384,1.8097339971e+10
861.592546,2.5818436562e+10
862.454570,5.7551260249e+10
863.317456,6.4847604690e+10
864.181205,4.9850384540e+10
865.045818,5.8020141650e+10
865.911297,8.8555877240e+10
866.777641,6.6226532413e+10
867.644852,5.4561595659e+10
868.512931,3.6499167919e+10
869.381879,2.7264827722e+10
870.251695,2.4205874587e+10
871.122382,2.3619886202e+10
871.993940,1.7978767416e+10
872.866370,1.8898133432e+10
873.739673,1.8928399142e+10
874.613850,1.9535189930e+10
875.488901,1.8784684545e+10
876.364828,1.4852405154e+11
877.241631,1.5419744952e+11
878.119312,1.7013228194e+11
878.997870,6.4538283476e+10
879.877308,1.7780545752e+10
880.757625,2.0997292216e+10
881.638823,2.1996315266e+10
882.520903,3.0981668494e+11
883.403865,4.4399629400e+10
884.287711,1.2485765778e+11
885.172441,5.5188649585e+10
886.058056,2.1215704428e+10
886.944557,9.7185303816e+10
887.831946,1.8028358556e+10
888.720222,2.3045762082e+11
889.609386,2.3602858403e+10
890.499441,1.0669576675e+11
891.390386,2.3313538641e+10
892.282222,2.4908266057e+11
893.174950,2.4734804148e+10
894.068572,2.1499017658e+10
894.963088,9.3251253373e+10
895.858498,2.0641813926e+11
896.754805,1.8558714961e+10
897.652008,2.3330718910e+10
898.550109,2.5828507408e+10
899.449109,7.0928058607e+10
