source_file,charge_factor_raw,charge_factor_mean_one,unit,description
near\59v-17.5ns-15.0v\C2--C1--01619.trc,1.2178179444943977,1.1522161478228112,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01620.trc,1.2455776124100932,1.1784804492935392,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01636.trc,1.040401061879084,0.9843564131474293,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01645.trc,0.8513101475235018,0.8054515071127782,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01651.trc,0.8872556587048448,0.8394606942922987,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01657.trc,0.8531541361594368,0.8071961631940353,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01658.trc,1.024651895425816,0.9694556277022462,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01674.trc,1.1138979128355024,1.053894112824921,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01685.trc,1.0562036961330057,0.9993077861731124,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01698.trc,1.093934028457784,1.035005649194321,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01712.trc,1.1588775924617847,1.0964508130473143,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01716.trc,1.0514391901679996,0.9947999361006968,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01732.trc,0.9069703384267369,0.8581133775011587,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01745.trc,1.089311477989383,1.0306321077155667,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01780.trc,1.0546429741220535,0.9978311376219793,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01804.trc,0.8614790557315757,0.815072633403486,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01816.trc,1.3045136257960213,1.2342416791379234,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01831.trc,1.1465819186668194,1.084817486441339,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01847.trc,1.2028310932569812,1.1380366129597914,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01854.trc,1.1348844160813607,1.0737501085716852,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01864.trc,0.9768673657492722,0.9242451699664717,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01866.trc,1.0979816634861326,1.0388352449571692,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01871.trc,1.0271040012494947,0.9717756427250058,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01893.trc,0.8145749187241949,0.7706951430701217,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01894.trc,0.730912774697757,0.691539737498593,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01899.trc,1.0631626889130248,1.0058919097606898,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01909.trc,1.0893786714531681,1.0306956815808979,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01914.trc,1.1300604522255435,1.0691860035046559,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01924.trc,1.1400592874044644,1.0786462183131627,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01936.trc,0.7709519039525495,0.7294220264570548,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01952.trc,1.1955801053523436,1.131176223531994,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01970.trc,1.2712328927712224,1.2027537230145036,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01975.trc,1.092317641161776,1.0334763339530602,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01979.trc,1.1916345123558323,1.1274431729690015,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--01983.trc,1.1021211183905302,1.04275171441436,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02019.trc,0.9721796092778343,0.919809935021979,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02030.trc,1.2104971955345272,1.1452897552500512,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02034.trc,0.6002978963848509,0.567960862167992,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02036.trc,1.197117099684359,1.1326304225741959,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02037.trc,1.496935372581727,1.416297991283012,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02054.trc,0.9821955106889835,0.9292862967335964,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02058.trc,1.0904343738282327,1.0316945150513221,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02062.trc,0.9621067497328584,0.9102796834150437,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02065.trc,1.3744198018909175,1.3003821275466758,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02069.trc,0.8361974757700887,0.7911529294725402,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02079.trc,0.9539835783353317,0.902594093546643,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02085.trc,0.7905545363474786,0.7479686981392897,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02086.trc,0.6631673383052278,0.6274436333923405,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02092.trc,0.8321525660755725,0.7873259122343917,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02097.trc,0.9980570560216477,0.9442934073976678,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02127.trc,1.194307149756223,1.1299718399047511,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02146.trc,1.1437002263901956,1.0820910260625993,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02150.trc,0.8809948595478182,0.8335371538159786,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02175.trc,1.0317507124844416,0.9761720434706018,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02176.trc,0.8210729292146977,0.776843116705859,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02179.trc,1.0666477341726943,1.0091892215158975,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02224.trc,1.3265827434097284,1.2551219706442793,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02231.trc,0.86421562985102,0.8176617928951757,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02245.trc,1.096044932210121,1.0370028421252824,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02247.trc,1.064519822980487,1.0071759373071385,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02248.trc,0.9796970434883786,0.9269224177430156,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02252.trc,0.9094655248711336,0.8604741524643295,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02260.trc,1.0484029876942476,0.9919272887282942,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02264.trc,0.8458990142368902,0.8003318624408943,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02273.trc,1.0178712442501696,0.963040238757902,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02287.trc,1.1561145093920044,1.093836572597689,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02289.trc,0.8399047962494575,0.7946605428566215,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02293.trc,1.1117594497333256,1.051870845119768,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02295.trc,1.0589677040623813,1.001922901661708,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02301.trc,1.2376550555841765,1.1709846672284663,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02329.trc,0.9189976352253104,0.8694927841264466,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02339.trc,1.1209524216266462,1.06056860713736,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02344.trc,1.173964549560643,1.1107250612380253,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02349.trc,1.0290269137073875,0.973594971135176,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02351.trc,0.5261659142144768,0.49782224472277115,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02352.trc,1.1515456005544618,1.0895137831657,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02354.trc,1.1869349390440678,1.122996757737421,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02360.trc,1.0737006598378473,1.0158622179826702,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02361.trc,1.1924907702032617,1.1282533056517794,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02382.trc,0.8749629578571413,0.8278301804859354,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02384.trc,0.9144560214033716,0.865195819373652,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02388.trc,1.0755158835473426,1.017579658655512,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02405.trc,1.044353370716865,0.9880958177806602,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02413.trc,0.6908063715633592,0.6535937985908443,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02417.trc,1.028257724132051,0.9728672165036676,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02434.trc,1.044226732697439,0.9879760015375423,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02445.trc,1.4756645747619572,1.3961730154310688,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02452.trc,1.2967173685181523,1.226865393077472,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02475.trc,0.8930261288024728,0.844920318907845,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02488.trc,1.4794774270564461,1.3997804758095553,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02494.trc,0.943083945294129,0.8922816053359107,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02500.trc,1.4271923992145874,1.3503119541466015,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02510.trc,1.098999796324706,1.039798532698606,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02515.trc,0.9436786794044917,0.8928443021238164,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02520.trc,1.3023957246470665,1.2322378657482864,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02539.trc,1.1100747883066773,1.0502769335600197,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02560.trc,0.9749229241782558,0.9224054721801549,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02561.trc,1.1621793458549992,1.0995747065594679,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02576.trc,1.380459339387863,1.306096325354995,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02577.trc,0.9848121821375522,0.9317620125088633,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02593.trc,1.21123262656942,1.145985569856696,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02599.trc,0.6322442565054545,0.5981863258027919,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02623.trc,1.1286471636853035,1.0678488464320741,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02631.trc,1.0865575818464424,1.028026559308542,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02640.trc,1.2910053711337006,1.2214610913487605,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02641.trc,1.1530703404396134,1.0909563878874022,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02646.trc,1.1062249265128574,1.0466344573214494,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02653.trc,1.3272925685161048,1.2557935586705475,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02657.trc,1.1039574083199768,1.0444890865054497,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02666.trc,0.5782081681633015,0.5470610703124421,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02673.trc,1.072565274279515,1.0147879937275346,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02683.trc,1.0581659296227048,1.0011643174574898,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02684.trc,0.8083558118875692,0.7648110490192902,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02686.trc,0.9879089674818511,0.9346919792548564,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02692.trc,0.7849014764794333,0.7426201590624779,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02702.trc,1.347951013365494,1.275339167972811,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02705.trc,0.9188568543178001,0.8693595868487485,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02716.trc,0.92880336031943,0.8787702913643997,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02718.trc,0.9013875645429631,0.852831338221307,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02725.trc,1.2712735394413766,1.2027921801171586,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02731.trc,1.1954471200809742,1.131050401952679,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02743.trc,1.1561693394427235,1.0938884490461434,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02749.trc,0.9778782229110888,0.925201573959575,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02773.trc,1.2403419826224442,1.1735268540434252,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02774.trc,1.0628725649518111,1.0056174142874608,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02808.trc,0.7944817791864385,0.7516843870367379,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02810.trc,0.7362332495174839,0.6965736073221479,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02819.trc,0.9920416692905103,0.9386020593941752,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02822.trc,0.858012819273206,0.8117931172512061,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02834.trc,1.006819469085578,0.9525838040631117,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02848.trc,0.9740107034394889,0.9215423912325159,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02856.trc,1.1398341147567157,1.0784331753357974,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02858.trc,0.9319237346284172,0.8817225763773776,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02860.trc,1.3010915531948688,1.2310039478104327,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02868.trc,1.0574047256959493,1.0004441183011554,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02872.trc,1.1008601190075755,1.0415586429392651,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02881.trc,1.0626925304570678,1.0054470779470035,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02886.trc,0.7597691880535387,0.7188417045841456,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02890.trc,1.09467605545699,1.0357077044518173,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02898.trc,1.2244332517807357,1.15847509967402,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02907.trc,0.997249807275703,0.943529643778818,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02913.trc,1.4246493499371264,1.3479058946403786,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02929.trc,1.315019679050635,1.2441817890407039,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02932.trc,1.1452919786990867,1.0835970333619087,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02947.trc,0.8376830104318211,0.79255844089002,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02952.trc,1.082946175431963,1.0246096932606028,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02967.trc,1.2597882903941715,1.1919256220459928,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--02972.trc,1.1531037744998216,1.0909880209112324,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03015.trc,1.123902464858375,1.0633597365206475,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03020.trc,1.1398890780044078,1.0784851778061286,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03037.trc,1.1139012149338614,1.0538972370448163,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03068.trc,1.1196444059623467,1.0593310520686203,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03086.trc,1.34172961143484,1.269452902460792,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03088.trc,1.1208256982254694,1.0604487101118618,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03099.trc,0.8787577578069787,0.8314205609690997,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03102.trc,1.3454843037758304,1.2730053358642854,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03109.trc,0.9495363215966721,0.8983864030203511,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03120.trc,1.3389779755625917,1.2668494925674936,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03137.trc,0.654576774852499,0.6193158290896703,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03169.trc,1.0966104865890673,1.0375379310446402,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03177.trc,1.1335602990590845,1.0724973194979397,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03183.trc,0.8272310763558797,0.7826695348571243,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03197.trc,0.8604058413193255,0.8140572312397544,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03208.trc,1.1111418084680307,1.0512864751466928,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03209.trc,1.0205063630846336,0.96553340818953,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03214.trc,1.355214610517015,1.28221148740865,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03217.trc,1.1737356924066191,1.1105085322325172,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03232.trc,1.3013000039889897,1.2312011697121943,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03243.trc,1.040152884416147,0.9841216045854315,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03246.trc,0.9794464447400572,0.9266853183261894,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03249.trc,0.953271837722282,0.9019206931988122,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03260.trc,0.9404488922658452,0.889788498165595,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03307.trc,0.9113857154321714,0.862290905601633,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03319.trc,0.9108844601019526,0.8618166520498016,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03321.trc,0.850994398322915,0.8051527667885591,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03334.trc,1.3510684003052271,1.2782886265410733,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03375.trc,0.7807380823938556,0.7386810399873814,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
