source_file,charge_factor_raw,charge_factor_mean_one,unit,description
near\59v-17.5ns-15.0v\C2--C1--03381.trc,1.2189837089792555,1.153319114542988,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03389.trc,0.9780484520323843,0.925362633125498,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03394.trc,1.3289216443699428,1.2573348789584495,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03396.trc,0.8107397794766771,0.7670665962991398,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03403.trc,0.9688542503482029,0.9166637075638028,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03409.trc,0.6879122522981198,0.6508555806443856,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03411.trc,0.9951466715526899,0.941539800426555,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03416.trc,0.7305187052049933,0.6911668958641111,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03426.trc,0.7608985803599142,0.7199102584336893,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03427.trc,1.3585272683735137,1.2853456979790605,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03432.trc,1.441362624150169,1.3637188529879853,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03438.trc,1.0007805983772198,0.9468702371246039,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03458.trc,1.3416663210175626,1.2693930213914422,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03460.trc,1.2800384488876853,1.2110849386890767,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03467.trc,0.7436083414657569,0.7035514155182705,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03469.trc,1.178883184183026,1.1153787373172548,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03470.trc,1.1644528714969409,1.10172576121339,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03476.trc,1.1077931158571792,1.0481181709533105,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03480.trc,1.142431118717273,1.080890283077428,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03484.trc,1.230613696949928,1.1643226146961716,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03489.trc,1.132900986264559,1.0718735227705611,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03504.trc,1.3057900624075007,1.2354493562641047,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03511.trc,0.5096816743625814,0.48222598304194686,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03522.trc,1.2178114083456584,1.1522099637653698,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03548.trc,1.1274369000790276,1.0667037776830237,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03588.trc,1.1596866760279265,1.0972163126476948,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03595.trc,1.3588394031719535,1.2856410186028744,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03604.trc,1.113027536718875,1.0530706224002717,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03605.trc,1.052553871375214,0.9958545713131549,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03608.trc,0.89490180473444,0.8466949553439936,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03613.trc,0.9859549822517397,0.932843251910248,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03625.trc,1.0336197771619648,0.9779404247894218,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03635.trc,1.071770037493596,1.014035595004703,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03636.trc,0.9061302042601824,0.8573184999437882,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03645.trc,1.100591288700347,1.0413042940668304,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03668.trc,1.1556720332026043,1.0934179318535953,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03674.trc,1.1482134183791841,1.0863611000186009,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03676.trc,1.1598368168043849,1.0973583655940025,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03702.trc,0.9405020189134443,0.8898387629703799,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03714.trc,0.9390003494177943,0.8884179858752458,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03717.trc,1.021609305914416,0.9665769373511308,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03721.trc,0.886754365577072,0.8389864049790039,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03729.trc,1.3116401492933005,1.240984308845858,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03759.trc,1.1587591632748735,1.0963387634407622,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03770.trc,1.093471199070102,1.034567751644375,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03787.trc,1.0377016741984695,0.9818024369238901,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03796.trc,1.0155778026968336,0.9608703410291092,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03801.trc,1.2997983339152774,1.2297803920701373,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03814.trc,0.9233040735128559,0.8735672418538472,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03831.trc,0.7611250421126654,0.720124521074147,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03839.trc,1.211993658083791,1.1467056058882101,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03841.trc,1.021049074611109,0.9660468847623145,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03844.trc,0.9005525016550722,0.85204125876138,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03846.trc,0.8881361879926898,0.8402937909539735,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03850.trc,0.9324712555432136,0.882240603264854,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03862.trc,1.3060238992724327,1.235670596731901,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03867.trc,0.9405878177026523,0.8899199399236642,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03872.trc,1.1623041440320128,1.099692782069378,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03884.trc,1.0167192567926913,0.9619503069198989,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03898.trc,1.3090117175713603,1.238497466303292,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03936.trc,0.8094666036327549,0.7658620042884726,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--03963.trc,1.439697446941063,1.3621433760638753,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04010.trc,0.990462222755444,0.9371076949774301,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04016.trc,0.8298786433738563,0.7851744819096349,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04017.trc,1.110725441297771,1.0508925369729574,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04024.trc,1.1578387732490616,1.0954679532717793,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04028.trc,0.9029502741341623,0.8543098672850948,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04034.trc,1.2015341372890915,1.1368095218202876,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04041.trc,1.1002467877595692,1.0409783508101238,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04059.trc,1.1121818604621216,1.0522705012957447,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04074.trc,1.3088824071867102,1.2383751216507528,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04091.trc,1.175833948629596,1.1124937589351729,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04112.trc,0.7631985271799636,0.7220863110014603,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04124.trc,1.1214275595579075,1.0610181501904226,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04126.trc,1.0655196121185457,1.008121869492238,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04133.trc,1.0727250438241878,1.0149391567565689,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04174.trc,1.1097430158201465,1.0499630330972187,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04182.trc,1.035847679805033,0.9800483140783958,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04201.trc,1.0407160480010493,0.9846544314987841,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04205.trc,1.3604708319784724,1.2871845650938687,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04216.trc,1.0088810828919383,0.9545343622142719,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04220.trc,1.2992031936163975,1.229217310974404,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04229.trc,1.1090594985913071,1.0493163357875395,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04231.trc,1.034477349246013,0.9787518009131104,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04234.trc,0.7321745677164874,0.6927335598576443,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04240.trc,0.963825548160423,0.9119058930731011,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04254.trc,1.4846655607460841,1.4046891334962723,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04270.trc,1.1565382450945185,1.0942374823732866,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04289.trc,0.9315260972017586,0.8813463590075762,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04295.trc,1.10819212680875,1.048495687858556,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04298.trc,1.0546754083844674,0.9978618247054345,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04302.trc,1.2434625738105605,1.1764793442526196,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04309.trc,0.7799711379500492,0.7379554095459582,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04312.trc,1.044883600842604,0.988597485304694,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04317.trc,1.0660263815623126,1.0086013401216298,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04325.trc,1.1180963088641216,1.0578663483474797,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04339.trc,0.8744124873929703,0.8273093629363297,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04349.trc,1.2724740337290101,1.203928005804269,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04354.trc,1.098416134106722,1.0392463113789285,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04366.trc,1.1137312881717332,1.0537364639504825,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04373.trc,0.877107224989372,0.8298589395678421,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04378.trc,0.9970043243712541,0.9432973846239918,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04382.trc,1.2340514368546545,1.1675751693560434,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04395.trc,1.2846923987702983,1.21548818814861,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04400.trc,0.5205974277548294,0.4925537232276292,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04448.trc,0.7185106567825738,0.6798057007374502,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04450.trc,1.0846405088123119,1.0262127557622347,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04478.trc,1.3608209505772697,1.2875158233948416,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04479.trc,1.1200372437001924,1.059702728300742,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04493.trc,0.82704172553405,0.7824903840443924,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04515.trc,1.4406288612915739,1.3630246166957973,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04518.trc,0.6875083782179453,0.650473462579064,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04525.trc,0.9976209542852419,0.9438807977255472,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04526.trc,0.6894530053078216,0.6523133358906529,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04553.trc,0.8648883325238633,0.8182982582107328,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04554.trc,0.8975917440160521,0.8492399921378332,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04556.trc,0.9853446745341563,0.9322658204390502,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04563.trc,1.101644549908637,1.042300817872013,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04577.trc,0.8854401417857743,0.8377429762045866,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04582.trc,1.1139903303956293,1.0539815520071092,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04584.trc,1.0596804192974427,1.0025972241303083,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04599.trc,0.9906567605353648,0.9372917533355777,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04609.trc,1.0719784545573174,1.014232784993065,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04610.trc,1.1327065450202634,1.0716895557478274,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04614.trc,0.9958808832283562,0.9422344613587965,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04635.trc,1.2274437084300172,1.1613233881060507,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04639.trc,1.0140437859289801,0.9594189591547145,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04671.trc,1.0864824600129668,1.0279554841614102,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04673.trc,1.0669771666816892,1.009500908051802,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04677.trc,1.122580637021572,1.0621091133178187,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04678.trc,1.0196474038482413,0.9647207196370521,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04696.trc,1.215608060841193,1.1501253068711375,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04701.trc,1.0759372311146325,1.0179783089406977,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04705.trc,0.6446033513508875,0.6098796570743177,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04712.trc,1.196291602449452,1.1318493934816762,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04714.trc,0.9230521066889831,0.8733288480573899,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04718.trc,0.964367627827373,0.9124187718235661,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04735.trc,1.026453032256635,0.9711597403327837,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04743.trc,1.2363666101279143,1.1697656281536968,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04763.trc,1.025681571504085,0.9704298368685442,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04773.trc,0.9226164313280125,0.8729166417925797,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04779.trc,1.1491257717462586,1.0872243064500846,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04784.trc,0.9342057437007977,0.883881657473663,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04790.trc,1.3868941264873431,1.3121844813370465,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04791.trc,1.2916973682871402,1.2221158117838182,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04793.trc,1.13512212663567,1.073975014059752,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04795.trc,1.1784397863570644,1.114959224583605,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04813.trc,1.0630920931242025,1.005825116847827,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04817.trc,0.8921962519980242,0.8441351461658009,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04819.trc,0.9508305200269515,0.8996108851661401,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04826.trc,0.9000704211489309,0.8515851471182254,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04827.trc,1.2127722503595475,1.147442256712541,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04829.trc,0.7018118899248214,0.6640064682583962,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04831.trc,1.1838029850987604,1.1200335168635818,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04832.trc,0.9150641807799055,0.8657712182313057,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04834.trc,1.0509118977657066,0.9943010480499065,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04842.trc,1.1819868314935646,1.118315196386951,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04845.trc,1.4773795508497625,1.3977956086523566,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04859.trc,1.227156414975053,1.1610515706644782,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04862.trc,1.0411264669361633,0.9850427418587591,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04873.trc,1.0661875807701495,1.0087538558002875,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04875.trc,0.9759054894716647,0.9233351083400375,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04878.trc,1.1816138480402885,1.1179623049226082,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04884.trc,1.0176597364775966,0.9628401245519564,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04888.trc,0.9012132321418768,0.852666396812348,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04890.trc,0.9591481946407692,0.907480500690943,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04913.trc,0.7557038211819318,0.7149953321624993,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04936.trc,0.7681972647438682,0.7268157750119866,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04947.trc,1.0594818745474874,1.002409374650837,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04949.trc,1.056843117582854,0.9999127630689698,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04995.trc,1.1127223426351947,1.0527818686066308,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--04998.trc,0.9459269638632621,0.8949714752944908,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--05001.trc,0.9353452657546412,0.8849597953982802,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--05004.trc,1.2825079595711355,1.2134214210011958,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--05014.trc,1.0029058965829605,0.9488810491040661,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--05024.trc,1.0539935567029248,0.997216703222831,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
near\59v-17.5ns-15.0v\C2--C1--05028.trc,0.9806082293255567,0.9277845195374673,relative p.e. charge,empirical clean-SPE charge factor rescaled to exact mean one
