time_ns,amplitude_mv,amplitude_per_pe,is_measured_support
-9.79999999999957,0.042754830922602925,0.0005087743612626948,True
-9.599999999999568,0.042754830922602925,0.0005087743612626948,True
-9.399999999999565,0.042754830922602925,0.0005087743612626948,True
-9.199999999999562,0.042754830922602925,0.0005087743612626948,True
-8.99999999999956,0.042754830922602925,0.0005087743612626948,True
-8.799999999999557,0.042754830922602925,0.0005087743612626948,True
-8.599999999999554,0.042755123148441,0.0005087778386946224,True
-8.399999999999551,0.04275733120860928,0.0005088041141909232,True
-8.199999999999548,0.0427677103122077,0.000508927623550914,True
-7.999999999999545,0.04280751465500316,0.000509401287664284,True
-7.799999999999542,0.042938259810801654,0.0005109571301666199,True
-7.59999999999954,0.04331165132590326,0.0005154004182231352,True
-7.399999999999537,0.04424633986262778,0.0005265230341472266,True
-7.199999999999534,0.04631208234723244,0.0005511049770635843,True
-6.999999999999531,0.05037589011146897,0.0005994635170210134,True
-6.799999999999528,0.057561600357097446,0.00068497210310469,True
-6.599999999999525,0.06911472963915034,0.0008224521455752672,True
-6.3999999999995225,0.0862275784175055,0.0010260917932762216,True
-6.19999999999952,0.10990874284817088,0.0013078931487529684,True
-5.999999999999517,0.14094394902877874,0.0016772062032187562,True
-5.799999999999514,0.1799263575040813,0.0021410894544098727,True
-5.599999999999511,0.2272988980237054,0.0027048136821560534,True
-5.399999999999508,0.2833707386672281,0.00337205792783848,True
-5.1999999999995055,0.3483099460109683,0.004144822151769732,True
-4.999999999999503,0.4221337195887496,0.005023311025133071,True
-4.7999999999995,0.5047094246855929,0.006005946220031073,True
-4.599999999999497,0.5957629347352701,0.0070894656824308224,True
-4.399999999999494,0.6948824431854809,0.008268968992634957,True
-4.199999999999491,0.8015093299818766,0.009537808678177637,True
-3.9999999999994884,0.914916674702036,0.010887334524203006,True
-3.7999999999994856,1.034184562808568,0.012306599722570843,True
-3.5999999999994827,1.1581865637872146,0.013782199964270176,True
-3.39999999999948,1.2855996561716023,0.015298391545327306,True
-3.199999999999477,1.4149433406616359,0.01683755680548018,True
-2.999999999999474,1.5446441814588192,0.018380972157800886,True
-2.7999999999994714,1.6731136797817514,0.01990973476872807,True
-2.5999999999994685,1.7988235647152522,0.021405658504860457,True
-2.3999999999994657,1.9203644349762965,0.02285197175882503,True
-2.199999999999463,2.0364797455082,0.024233721883287738,True
-1.99999999999946,2.1460745437426216,0.025537879150810787,True
-1.7999999999994571,2.248204566626689,0.02675320701054782,True
-1.5999999999994543,2.342054991060655,0.0278700092224911,True
-1.3999999999994515,2.42691904837234,0.02887987537378226,True
-1.1999999999994486,2.5021851522719243,0.02977552770382102,True
-0.9999999999994458,2.56733768821514,0.03055083049753714,True
-0.7999999999994429,2.621972019777567,0.031200968658392152,True
-0.5999999999994401,2.665819743127252,0.03172274823180325,True
-0.39999999999943725,2.698776966575582,0.03211493292642337,True
-0.1999999999994344,2.7209272811288288,0.03237851745933841,True
5.684341886080801e-13,2.7325524058385353,0.03251685423371338,True
0.20000000000057128,2.7325524058385353,0.03251685423371338,True
0.4000000000005741,2.726297192470014,0.03244241838360109,True
0.600000000000577,2.709850586196258,0.03224670689506739,True
0.8000000000005798,2.6856784353831284,0.03195906289496461,True
1.0000000000005826,2.6547409501837493,0.03159091270160092,True
1.2000000000005855,2.618035128776205,0.031154120403788954,True
1.4000000000005883,2.576566134465356,0.03066064725379797,True
1.6000000000005912,2.5313208207610094,0.03012223662081639,True
1.800000000000594,2.4832432265458286,0.02955012238810768,True
2.000000000000597,2.433214057836911,0.028954784789873213,True
2.2000000000005997,2.3820375525078434,0.028345794103941432,True
2.4000000000006025,2.3304382526070353,0.027731772242969525,True
2.6000000000006054,2.279067151066831,0.027120465899113513,True
2.8000000000006082,2.2285129640012356,0.02651888068222857,True
3.000000000000611,2.1793119718895007,0.025933398228083132,True
3.200000000000614,2.1319504138694123,0.025369804689993905,True
3.4000000000006168,2.086856849289992,0.024833199842754904,True
3.6000000000006196,2.044386787933908,0.024327814185205597,True
3.8000000000006224,2.0048059838983465,0.02385681014058872,True
4.000000000000625,1.9682801122384581,0.02342215921056952,True
4.200000000000628,1.9348763930052764,0.02302466130097831,True
4.400000000000631,1.9045780029728991,0.022664116218624554,True
4.600000000000634,1.8773069045799302,0.0223395953313608,True
4.800000000000637,1.8529473451160177,0.022049721203935807,True
5.0000000000006395,1.8313623023225165,0.021792863297516493,True
5.200000000000642,1.8123986582209404,0.021567199537263104,True
5.400000000000645,1.79588228350653,0.021370657817547004,True
5.600000000000648,1.7816088814778483,0.021200807046453225,True
5.800000000000651,1.7693380804155814,0.021054786846211107,True
6.000000000000654,1.7587962733954783,0.02092934134642848,True
6.2000000000006565,1.7496894510621763,0.020820971891660996,True
6.400000000000659,1.7417230275513087,0.020726172966116722,True
6.600000000000662,1.7346231413623263,0.020641685669993942,True
6.800000000000665,1.7281536616641886,0.02056470009128635,True
7.000000000000668,1.7221248789696353,0.02049295872315498,True
7.200000000000671,1.7163929841111198,0.020424750263840864,True
7.400000000000674,1.7108528637691067,0.020358823884821176,True
7.600000000000676,1.7054288544383347,0.02029427920476521,True
7.800000000000679,1.700067561180062,0.02023048083405109,True
8.000000000000682,1.6947339013287763,0.02016701129562764,True
8.200000000000685,1.689408273446907,0.020103637336113544,True
8.400000000000688,1.6840816303604018,0.020040251295857254,True
8.60000000000069,1.6787470226272525,0.019976770477819795,True
8.800000000000693,1.6733894038404373,0.01991301583261759,True
9.000000000000696,1.6679778077373932,0.019848618867612113,True
9.2000000000007,1.6624639768348168,0.0197830053279247,True
9.400000000000702,1.6567892090713234,0.019715476670182794,True
9.600000000000705,1.6508976645805575,0.019645368410590648,True
9.800000000000708,1.6447511507659902,0.019572226064509108,True
10.00000000000071,1.6383391159333076,0.01949592406878147,True
10.200000000000713,1.6316793280582782,0.0194166738589421,True
10.400000000000716,1.6248090051192503,0.01933491832185905,True
10.600000000000719,1.617770641351607,0.0192511631308562,True
10.800000000000722,1.6105986445815867,0.019165817732525642,True
11.000000000000725,1.6033111195756646,0.01907909757014713,True
11.200000000000728,1.5959072665348315,0.01899099312626448,True
11.40000000000073,1.5883677283070163,0.018901274054447394,True
11.600000000000733,1.5806546798493568,0.01880949024387549,True
11.800000000000736,1.5727103837601764,0.018714954630443377,True
12.000000000000739,1.5644558173234393,0.018616726858850643,True
12.200000000000742,1.5557930361240015,0.01851364140917407,True
12.400000000000745,1.5466148746532753,0.018404423032231176,True
12.600000000000747,1.536822981100051,0.018287901360162995,True
12.80000000000075,1.5263509281973997,0.018163285921119383,True
13.000000000000753,1.5151853920105398,0.018030418162809012,True
13.200000000000756,1.5033775097901896,0.01788990660879541,True
13.400000000000759,1.4910394489731371,0.017743086030255883,True
13.600000000000762,1.47832662140037,0.01759180579855795,True
13.800000000000765,1.465411103115673,0.017438113585914922,True
14.000000000000767,1.4524542561114073,0.017283929569364673,True
14.20000000000077,1.4395855473547445,0.01713079438120783,True
14.400000000000773,1.4268911487899054,0.016979733451201306,True
14.600000000000776,1.4144120521394183,0.0168312345730516,True
14.800000000000779,1.4021489971720207,0.016685306549866066,True
15.000000000000782,1.390071393718394,0.016541585364444316,True
15.200000000000784,1.378129179646459,0.016399475286930268,True
15.400000000000787,1.3662686119490266,0.016258336785753693,True
15.60000000000079,1.3544533949102728,0.016117737948795268,True
15.800000000000793,1.3426901914371105,0.015977758063380792,True
16.000000000000796,1.3310531394709535,0.01583927935692116,True
16.2000000000008,1.3196980789320298,0.015704156294845478,True
16.4000000000008,1.3088569466349025,0.01557514888116116,True
16.600000000000804,1.2988078320687675,0.01545556632793118,True
16.800000000000807,1.2898250429877551,0.015348672845290052,True
17.00000000000081,1.2821220977923284,0.015257009261618321,True
17.200000000000813,1.2758044483162327,0.015181830433693571,True
17.400000000000816,1.270845921095689,0.015122824902271808,True
17.60000000000082,1.2670947601037066,0.015078186799477195,True
17.80000000000082,1.2643055077927743,0.015044995227150222,True
18.000000000000824,1.2621856567904626,0.015019769403157943,True
18.200000000000827,1.2604433012772085,0.014999035703732184,True
18.40000000000083,1.258824034116526,0.014979766732305746,True
18.600000000000833,1.2571305579886158,0.014959614688274725,True
18.800000000000836,1.2552246624385155,0.014936934893495719,True
19.00000000000084,1.2530162642439762,0.01491065537474673,True
19.20000000000084,1.2504468128115238,0.014880079391094545,True
19.400000000000844,1.2474742937280578,0.014844706979009246,True
19.600000000000847,1.2440649368538617,0.014804136280247139,True
19.80000000000085,1.2401934613518926,0.014758066457652725,True
20.000000000000853,1.2358500852754815,0.014706381107919966,True
20.200000000000855,1.231049406315696,0.014649253940797878,True
20.40000000000086,1.2258347113329933,0.01458720006169806,True
20.60000000000086,1.220272448361295,0.014521010189593926,True
20.800000000000864,1.214435822311939,0.014451555449015817,True
21.000000000000867,1.2083823847942319,0.014379520693175236,True
21.20000000000087,1.202135169573746,0.0143051800195043,True
21.400000000000873,1.1956773839415658,0.014228333597958822,True
21.600000000000875,1.1889657544726926,0.014148466483006612,True
21.80000000000088,1.1819591368123847,0.014065089064646845,True
22.00000000000088,1.1746510671795687,0.01397812442511336,True
22.200000000000884,1.1670918907889836,0.013888171662892078,True
22.400000000000887,1.1593899555355847,0.013796520097338508,True
22.60000000000089,1.1516904500306637,0.013704897445329989,True
22.800000000000892,1.1441402974757162,0.01361505206503757,True
23.000000000000895,1.1368535050132018,0.013528340619786371,True
23.200000000000898,1.1298903090266188,0.01344547991109046,True
23.4000000000009,1.1232581609712011,0.01336655860985077,True
23.600000000000904,1.1169338900720651,0.01329130098825042,True
23.800000000000907,1.1108996365104187,0.01321949451784053,True
24.00000000000091,1.1051804820065552,0.013151437666325124,True
24.200000000000912,1.0998687747661804,0.013088229359798823,True
24.400000000000915,1.0951198275282912,0.013031717790334282,True
24.600000000000918,1.0911109787175899,0.012984013251477482,True
24.80000000000092,1.0879747133655528,0.012946692289920611,True
25.000000000000924,1.0857380005234976,0.012920075832248148,True
25.200000000000927,1.0843037765960768,0.012903008840125034,True
25.40000000000093,1.0834860484405855,0.012893278030506121,True
25.600000000000932,1.0830750909192282,0.012888387714115603,True
25.800000000000935,1.0828942770128827,0.012886236062998683,True
26.000000000000938,1.0828249708072917,0.012885411332325677,True
26.20000000000094,1.082801564972564,0.01288513280734133,True
26.400000000000944,1.0827929116893298,0.012885029834915636,True
26.600000000000946,1.0827829428446991,0.01288491120755938,True
26.80000000000095,1.082753962598683,0.012884566348140272,True
27.000000000000952,1.0826690235113132,0.01288355558914555,True
27.200000000000955,1.0824497980598893,0.012880946847943353,True
27.400000000000958,1.0819533590582402,0.012875039318185438,True
27.60000000000096,1.0809602407830343,0.012863221399479575,True
27.800000000000963,1.0791898621994664,0.012842154230843629,True
28.000000000000966,1.0763468186540741,0.012808322553051065,True
28.20000000000097,1.0721795118222912,0.012758732393862642,True
28.400000000000972,1.0665203951296216,0.01269138998088863,True
28.600000000000975,1.0592897388316351,0.01260534654532511,True
28.800000000000978,1.050471523249293,0.012500411456036496,True
29.00000000000098,1.0400850339924625,0.01237681420811446,True
29.200000000000983,1.028168161886372,0.012235005695177034,True
29.400000000000986,1.0147719737781011,0.012075593602997824,True
29.60000000000099,0.9999586065351129,0.011899317348488848,True
29.800000000000992,0.9837986228133523,0.011707016613843496,True
30.000000000000995,0.9663703520373698,0.01149962350432529,True
30.200000000000998,0.9477649207353128,0.011278222408298112,True
30.400000000001,0.9280970036709886,0.011044177933654215,True
30.600000000001003,0.907517114611393,0.010799281165611624,True
30.800000000001006,0.886221141648448,0.010545863135230362,True
31.00000000000101,0.8644526612722713,0.010286822356444502,True
31.200000000001012,0.8425006624685857,0.010025597743253945,True
31.400000000001015,0.8206979302098468,0.009766149373576097,True
31.600000000001017,0.7994288424427524,0.009513051271915193,True
31.80000000000102,0.7791499756149205,0.009271736611213145,True
32.00000000000102,0.7604086226556444,0.009048718073300658,True
32.200000000001026,0.7438208728076035,0.008851327003061137,True
32.40000000000103,0.7299704801799755,0.00868650996343548,True
32.60000000000103,0.7192376403704158,0.008558791209769288,True
32.800000000001035,0.7116402309074218,0.008468383481253575,True
33.00000000000104,0.7067959649238444,0.008410737636833261,True
33.20000000000104,0.704045863783303,0.008378011955992198,True
33.40000000000104,0.7026686545365546,0.008361623427731895,True
33.600000000001046,0.7020646613163057,0.008354436023216243,True
33.80000000000105,0.7018340171866271,0.008351691401913244,True
34.00000000000105,0.701757725262284,0.008350783542514912,True
34.200000000001054,0.7017360231613909,0.00835052529163936,True
34.40000000000106,0.7017308230053851,0.00835046341077132,True
34.60000000000106,0.7017298769801483,0.008350452153250821,True
34.80000000000106,0.701729855795388,0.0083504519011562,True
35.000000000001066,0.701729855795388,0.0083504519011562,True
35.20000000000107,0.701729855795388,0.0083504519011562,True
35.40000000000107,0.701729855795388,0.0083504519011562,True
35.600000000001074,0.701729855795388,0.0083504519011562,True
35.80000000000108,0.701729855795388,0.0083504519011562,True
36.00000000000108,0.701729855795388,0.0083504519011562,True
36.20000000000108,0.701729855795388,0.0083504519011562,True
36.400000000001086,0.701729855795388,0.0083504519011562,True
36.60000000000109,0.701729855795388,0.0083504519011562,True
36.80000000000109,0.701729855795388,0.0083504519011562,True
37.000000000001094,0.701729855795388,0.0083504519011562,True
37.2000000000011,0.701729855795388,0.0083504519011562,True
37.4000000000011,0.701729855795388,0.0083504519011562,True
37.6000000000011,0.701729855795388,0.0083504519011562,True
37.800000000001106,0.701729855795388,0.0083504519011562,True
38.00000000000111,0.7017292767745115,0.008350445010917827,True
38.20000000000111,0.7017260394428649,0.008350406487286577,True
38.400000000001114,0.7017124779511232,0.00835024510811258,True
38.60000000000112,0.701664716039732,0.008349676750445472,True
38.80000000000112,0.7015204496159968,0.008347960007424774,True
39.00000000000112,0.7011444568014991,0.008343485764399892,True
39.200000000001125,0.700295501110472,0.008333383353043745,True
39.40000000000113,0.6986274586064463,0.0083135339643026,True
39.60000000000113,0.6957596199704441,0.008279407229644759,True
39.800000000001134,0.691414281418975,0.008227698526831832,True
40.00000000000114,0.6855584047956876,0.008158014708083033,True
40.20000000000114,0.6784576556071906,0.008073517142430065,True
40.40000000000114,0.6705982894951181,0.00797999217958229,True
40.600000000001145,0.6625223127260917,0.0078838895910895,True
40.80000000000115,0.6546726459641816,0.007790480048665032,True
41.00000000000115,0.6473183769444656,0.007702965645208884,True
41.200000000001154,0.6405643289642765,0.007622593758034805,True
41.40000000000116,0.6344049041826821,0.00754929777389972,True
41.60000000000116,0.6287802763966275,0.0074823657723588725,True
41.80000000000116,0.6236140658005167,0.007420888848243725,True
42.000000000001165,0.618831217942542,0.007363973867843901,True
42.20000000000117,0.614363734471437,0.007310811663704264,True
42.40000000000117,0.6101515633094895,0.0072606876275145655,True
42.600000000001174,0.6061440355609053,0.007212998809045855,True
42.80000000000118,0.6023017475867436,0.007167276312484466,True
43.00000000000118,0.598597950816334,0.007123201834923715,True
43.20000000000118,0.5950180013403205,0.007080601116625736,True
43.400000000001185,0.5915564229039342,0.007039408991199692,True
43.60000000000119,0.5882122132554534,0.006999613532040599,True
43.80000000000119,0.5849836123442501,0.00696119379488053,True
44.000000000001194,0.581863705718714,0.006924067499059602,True
44.2000000000012,0.5788381947628538,0.006888064493765355,True
44.4000000000012,0.5758864684167415,0.006852939511302341,True
44.6000000000012,0.5729865911345939,0.006818431522845185,True
44.800000000001205,0.5701238118774962,0.0067843649938346354,True
45.00000000000121,0.5673007348854591,0.006750770914231814,True
45.20000000000121,0.5645457641587971,0.006717987286241512,True
45.400000000001214,0.5619156254972955,0.006686689136098896,True
45.60000000000122,0.5594885895136179,0.006657807869217209,True
45.80000000000122,0.5573478441265818,0.006632333406018254,True
46.00000000000122,0.5555585417748751,0.0066110410481384305,True
46.200000000001225,0.5541455639290497,0.006594226880347906,True
46.40000000000123,0.5530800466841252,0.006581547427663783,True
46.60000000000123,0.5522802763847764,0.006572030313119588,True
46.80000000000123,0.5516274550572969,0.006564261863408998,True
47.000000000001236,0.550991200405522,0.0065566905539903445,True
47.20000000000124,0.5502559806651325,0.0065479415788281805,True
47.40000000000124,0.5493396056992843,0.006537036890916527,True
47.600000000001245,0.5481983337745083,0.006523455971941403,True
47.80000000000125,0.546818421107259,0.006507035273490999,True
48.00000000000125,0.5451986666838444,0.006487760503730665,True
48.20000000000125,0.5433308888278194,0.006465534302265854,True
48.400000000001256,0.5411848785453628,0.0064399971878121316,True
48.60000000000126,0.5387020266844399,0.006410451722600547,True
48.80000000000126,0.5357988079138476,0.00637590397106604,True
49.000000000001265,0.5323786025234504,0.006335204177023195,True
49.20000000000127,0.528348356581173,0.006287245016367744,True
49.40000000000127,0.5236354470465547,0.006231162288722186,True
49.60000000000127,0.5182000501046082,0.006166482098257766,True
49.800000000001276,0.5120396147431648,0.006093174088414567,True
50.00000000000128,0.505184676490132,0.006011601626170582,True
50.20000000000128,0.49768843108759825,0.005922397730745369,True
50.400000000001285,0.4896149160828214,0.005826324436779223,True
50.60000000000129,0.48103122287649674,0.005724180119187874,True
50.80000000000129,0.472007819172749,0.005616803330256107,True
51.00000000000129,0.46262766933298327,0.005505181330115015,True
51.200000000001296,0.453002193152183,0.005390639993146542,True
51.4000000000013,0.44328889167139957,0.0052750535518018525,True
51.6000000000013,0.4337042875193816,0.005160998584207051,True
51.800000000001305,0.42452547881541414,0.005051772505311608,True
52.00000000000131,0.4160734673375825,0.0049511951752596395,True
52.20000000000131,0.40867245230447585,0.004863124503129492,True
52.40000000000131,0.4025860317383323,0.004790697255281841,True
52.600000000001316,0.3979467833132038,0.004735491080837916,True
52.80000000000132,0.39471150529742,0.004696991887402503,True
53.00000000000132,0.392671834230763,0.0046727201894041425,True
53.200000000001324,0.3915213827004082,0.004659030034867465,True
53.40000000000133,0.3909458666729916,0.004652181503533651,True
53.60000000000133,0.3906923257615429,0.004649164414879745,True
53.80000000000133,0.3905945339391984,0.004648000710781836,True
54.000000000001336,0.39056168952020526,0.004647609868438792,True
54.20000000000134,0.39055215605326926,0.0046474964219943475,True
54.40000000000134,0.39054981098071245,0.004647468516076666,True
54.600000000001344,0.39054936108595356,0.00464746316241455,True
54.80000000000135,0.39054932915321294,0.004647462782421006,True
55.00000000000135,0.39054932915321294,0.004647462782421006,True
55.20000000000135,0.39054932915321294,0.004647462782421006,True
55.400000000001356,0.39054932915321294,0.004647462782421006,True
55.60000000000136,0.39054932915321294,0.004647462782421006,True
55.80000000000136,0.39054932915321294,0.004647462782421006,True
56.000000000001364,0.39054932915321294,0.004647462782421006,True
56.20000000000137,0.39054932915321294,0.004647462782421006,True
56.40000000000137,0.39054932915321294,0.004647462782421006,True
56.60000000000137,0.39054932915321294,0.004647462782421006,True
56.800000000001376,0.39054932915321294,0.004647462782421006,True
57.00000000000138,0.39054932915321294,0.004647462782421006,True
57.20000000000138,0.3905491360706509,0.004647460484775218,True
57.400000000001384,0.3905480171501064,0.00464744716983342,True
57.60000000000139,0.3905432322135682,0.0046473902299981225,True
57.80000000000139,0.390526114787759,0.004647186535884625,True
58.00000000000139,0.3904735741163725,0.004646561311881906,True
58.200000000001396,0.39033404828294427,0.0046449009809847825,True
58.4000000000014,0.3900117779928753,0.004641066025789179,True
58.6000000000014,0.38936080092406655,0.004633319522406219,True
58.800000000001404,0.3882032602863539,0.00461954500883946,True
59.00000000000141,0.38637670455932915,0.004597809342874367,True
59.20000000000141,0.3837937058334789,0.0045670721490057775,True
59.40000000000141,0.3804816587670239,0.00452765941845942,True
59.600000000001415,0.3765784561624666,0.004481212049374803,True
59.80000000000142,0.37228684990412986,0.004430142750636869,True
60.00000000000142,0.36781347249074803,0.004376910409704442,True
60.200000000001424,0.3633206410428251,0.004323446569458741,True
60.40000000000143,0.3589047351612218,0.004270898128830454,True
60.60000000000143,0.3545995833806813,0.004219667640952989,True
60.80000000000143,0.3503958568761604,0.004169644094581532,True
61.000000000001435,0.34626675344392244,0.0041205085485860994,True
61.20000000000144,0.34219201807517846,0.0040720199722121195,True
61.40000000000144,0.3381742050718642,0.0040242087611671125,True
61.600000000001444,0.3342439463583518,0.003977439429528678,True
61.80000000000145,0.3304551166529572,0.0039323530762044225,True
62.00000000000145,0.32687442278063517,0.003889743499731866,True
62.20000000000145,0.3235720274582555,0.003850445623105429,True
62.400000000001455,0.32061683123397794,0.003815279349751793,True
62.60000000000146,0.31807368629248733,0.0037850164083417896,True
62.80000000000146,0.3159956345097971,0.00376028798711793,True
63.000000000001464,0.314408143035929,0.0037413971403247497,True
63.20000000000147,0.3132925707460768,0.0037281220421203068,True
63.40000000000147,0.3125821771957033,0.003719668493900441,True
63.60000000000147,0.31217742133185566,0.003714851976055494,True
63.800000000001475,0.31197316959638677,0.0037124214192270012,True
64.00000000000148,0.31188259715498123,0.003711343624390027,True
64.20000000000148,0.311847520369501,0.003710926217310107,True
64.40000000000148,0.3118357188472097,0.00371078578143804,True
64.60000000000149,0.31183229259571776,0.0037107450096965384,True
64.80000000000149,0.3118314492652557,0.0037107349742243377,True
65.00000000000149,0.31183128739045335,0.0037107330479449587,True
65.2000000000015,0.3118312782309992,0.0037107329389491953,True
65.4000000000015,0.3118312782309992,0.0037107329389491953,True
65.6000000000015,0.3118312782309992,0.0037107329389491953,True
65.8000000000015,0.3118312782309992,0.0037107329389491953,True
66.0000000000015,0.3118312782309992,0.0037107329389491953,True
66.20000000000151,0.3118312782309992,0.0037107329389491953,True
66.40000000000151,0.3118312782309992,0.0037107329389491953,True
