elevation_deg,id,cell_index,ring_index,center_x,center_y,center_z,normal_x,normal_y,normal_z,surface_type,radius_of_curvature,aperture_shape,size1,size2,aperture_rotation_rad
40,5,5,1,0.408985364,-0.706964756,-15.958028088999999,-0.02562271756070332,0.044287462892539216,0.9986901906874556,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,6,0,2,1.633871592,0.0013372990000000001,-15.831489808,-0.1027718216599026,-0.0001446650627928702,0.9947049470796477,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,7,1,2,0.816961139,1.416384363,-15.831850232999999,-0.05136584770478959,-0.08906246154533932,0.9947006723799142,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,8,2,2,-0.8169647179999999,1.416385277,-15.831850478,0.05135384613415658,-0.08906445193969538,0.9947011138467229,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,9,3,2,-1.6338760159999999,0.0013387940000000001,-15.831489108,0.10276391830729466,-0.00014850326538623181,0.9947057630480041,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,10,4,2,-0.8169956079999999,-1.4135709520000002,-15.831069464,0.05135920931320507,0.08879948943556273,0.9947245258335122,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,11,5,2,0.816950796,-1.413570607,-15.831072693000001,-0.05136517500483075,0.08878975846772057,0.9947250864374374,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,12,0,3,1.222839765,0.7072140769999999,-15.874763608,-0.07676333615801767,-0.04441606221995469,0.9960595381997828,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,13,1,3,-1.8809999999999e-06,1.413282218,-15.874946696000002,-5.994202991193171e-06,-0.08873079208922022,0.9960556442786161,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,14,2,3,-1.222843799,0.707215158,-15.874763409,0.07675325828597442,-0.04441897176747319,0.9960601850739778,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,15,3,3,-1.222787369,-0.7047122570000001,-15.874359537,0.07670940802831518,0.044242706164746376,0.9960714079177082,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,16,4,3,-2.2309e-05,-1.410526551,-15.874145102,-3.1203288848404407e-06,0.08848203261840122,0.9960777730147279,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,17,5,3,1.222751798,-0.704555715,-15.874365826,-0.07670962067477756,0.04423405620905772,0.9960717757105788,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,18,0,4,2.446045128,0.001420386,-15.617037191,-0.15466106750238615,-0.00013601982070789224,0.9879675782623795,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,19,1,4,1.224487099,2.1204836840000003,-15.617284674,-0.07745900917861295,-0.13424181278366507,0.987916614698641,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,20,2,4,-1.222997863,2.119680498,-15.617716931,0.07734989732349686,-0.13419302131258648,0.9879317923900639,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,21,3,4,-2.44604947,0.0014225870000000001,-15.617036097,0.15465344565529388,-0.00014156837437413877,0.9879687706123815,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,22,4,4,-1.222997951,-2.116663643,-15.616350447,0.07734319826862722,0.1339132222740824,0.9879702822361369,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,23,5,4,1.222951212,-2.116663354,-15.61635571,-0.07735382680371146,0.1339000348778569,0.9879712375056928,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,24,0,5,2.036654917,0.705821615,-15.704688961,-0.12843599768372743,-0.04450090799727644,0.9907188620826817,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,25,1,5,0.40822117100000005,2.117346269,-15.705126504,-0.025771129593373625,-0.1336314053634052,0.9906959656625653,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,26,2,5,-1.628427155,1.412879602,-15.704900375,0.10267779124127209,-0.08915940962709017,0.9907107907259124,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,27,3,5,-2.036615431,-0.7031172400000001,-15.70419317,0.12839658648040445,0.04427915832956239,0.9907339061109223,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,28,4,5,-0.408248923,-2.114410405,-15.70376587,0.025763990513244298,0.13336020790138706,0.9907326943940693,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,29,5,5,1.6283297930000002,-1.410017636,-15.704008819,-0.10263544515818498,0.08892439661000932,0.9907363004779461,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,30,0,6,1.628423658,1.412878032,-15.704900299000002,-0.10268962255022095,-0.08915569526280037,0.9907098987204578,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,31,1,6,-0.408224517,2.1173467169999998,-15.705126848,0.025757451735492046,-0.13363235587066527,0.9906961931614301,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,32,2,6,-2.03665883,0.7058234320000001,-15.704688485,0.12842621671462215,-0.04450554850419346,0.9907199215786012,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,33,3,6,-1.628374539,-1.410018886,-15.704002959,0.10262957502551186,0.08894411098760868,0.99073513889975,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,34,4,6,0.40820278000000004,-2.1144104280000002,-15.703767822,-0.025775432183543293,0.13335574239413145,0.9907329978688817,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,35,5,6,2.036572322,-0.702960743,-15.704202548,-0.1283950208932976,0.044263699626564124,0.9907347997850783,Spherical,16.0,Hexagon,0.8,0.0,0.0
40,36,0,8,2.849396082,0.705605335,-15.442709246000001,-0.18124510861235407,-0.0449033225379511,0.9824122872954861,Spherical,16.0,Hexagon,0.8,0.0,0.0
