event_id,telescope_id,photon_index,mirror_id,surface_x_m,surface_y_m,surface_z_m,mirror_x_m,mirror_y_m,mirror_z_m,input_x_m,input_y_m,input_z_m,input_dir_x,input_dir_y,input_dir_z,u_m,v_m,dir_x,dir_y,dir_z,time_ns,wavelength_nm,weight,relative_efficiency,signal_weight,source_bunch_index,source_coordinate_frame,raw_input_x_m,raw_input_y_m,raw_input_z_m,raw_input_dir_x,raw_input_dir_y,raw_input_dir_z,emission_altitude_km,multiplicity,eventio_2d
117,0,4292,32,0.01101825706,-0.02410864894,-8,-2.058558777,1.083684903,-15.67985435,-2.058325756,1.082862971,-15.9382914,0.000901650374,-0.00318037863,-0.9999945361,0.01101825706,-0.02410864894,0.257711419,-0.1379465677,0.9563239874,-39.27486037,266.4242456,1,1,1,0,corsika_nwu_relative,1.968000031,1.240999985,0,-0.01820000075,-0.0251333341,-0.9995184218,5.902010625,4.349999905,1
117,0,4324,51,0.005877684272,-0.04706707094,-8,-1.782237771,-1.911465884,-15.49988534,-1.781722936,-1.913853811,-15.94658395,0.001152515249,-0.005345643889,-0.9999850478,0.005877684272,-0.04706707094,0.2254216423,0.2350384261,0.945485072,-40.13069246,301.5953141,1,1,1,6,corsika_nwu_relative,-0.765,2.501000061,0,-0.02019999921,-0.0242666658,-0.9995014202,5.821031875,4.880000114,1
117,0,4360,47,0.03133827215,-0.04770396651,-8,2.402749876,-1.828234697,-15.44996023,2.405438487,-1.831571466,-16.07211504,0.004321347662,-0.005363118125,-0.9999762812,0.03133827215,-0.04770396651,-0.2957438159,0.2220537976,0.9291004824,-39.92861066,571.1014817,1,1,1,13,corsika_nwu_relative,-2.79,-1.166999969,0,-0.02180000022,-0.0270000007,-0.9993976986,5.72796,4.059999943,1
117,0,4379,1,0.02255778934,-0.02635230648,-8,0.4865511122,1.052114323,-15.93692563,0.4867753477,1.051869672,-16.01459352,0.002887081084,-0.003149929987,-0.9999908713,0.02255778934,-0.02635230648,-0.05783081163,-0.1344170216,0.9892358978,-38.39626426,323.5658065,1,1,1,17,corsika_nwu_relative,0.6669999695,-0.9480000305,0,-0.01916666701,-0.02686666697,-0.9994552622,5.7016425,4.239999771,1
117,0,4422,13,0.02188364785,-0.02321173298,-8,0.02842986004,1.021739319,-15.90428647,0.02869299391,1.021455802,-16.00086022,0.002724671776,-0.002935732982,-0.9999919788,0.02188364785,-0.02321173298,-0.0008210412228,-0.1310602017,0.9913740714,-38.62686891,987.292116,1,1,1,26,corsika_nwu_relative,0.87,-0.5359999847,0,-0.01889999956,-0.02683333308,-0.999461236,5.5718575,4.840000153,1
117,0,4438,29,0.03202222088,-0.04371618408,-8,1.492075556,-1.552138862,-15.70456869,1.493434137,-1.55388383,-16.04477315,0.003993339778,-0.005129063953,-0.9999788727,0.03202222088,-0.04371618408,-0.1828391172,0.1888962987,0.9648253964,-39.19821393,411.8587785,1,1,1,29,corsika_nwu_relative,-2.093000031,-0.5159999847,0,-0.02143333293,-0.02683333308,-0.9994101183,5.5590425,4.940000057,1
117,0,4480,44,0.003668064277,-0.02561383282,-8,-2.684944602,1.179135316,-15.46662755,-2.684772018,1.178012131,-15.91951054,0.0003810773331,-0.002480069013,-0.999996852,0.003668064277,-0.02561383282,0.3349517114,-0.1500895961,0.9302045281,-39.93591218,335.4107744,1,1,1,37,corsika_nwu_relative,2.363999939,1.736000061,0,-0.01733333245,-0.02503333241,-0.9995363364,5.45757875,4.760000229,1
117,0,4490,45,0.009540311921,-0.04051978603,-8,-2.634837205,-1.69991383,-15.4267305,-2.634633891,-1.702482316,-15.92101368,0.0004113246957,-0.005196315269,-0.9999864145,0.009540311921,-0.04051978603,0.3282405649,0.2059768074,0.9218631603,-39.9761202,304.2744736,1,1,1,39,corsika_nwu_relative,-0.155,3.133999939,0,-0.01970000006,-0.02370000072,-0.9995249972,5.42000875,4.550000191,1
117,0,4506,45,0.003074596196,-0.03910830456,-8,-2.47636975,-1.403086012,-15.48266742,-2.476162511,-1.405254651,-15.92576465,0.0004677000332,-0.00489421591,-0.9999879139,0.003074596196,-0.03910830456,0.3099344389,0.1704993564,0.9353451839,-39.99323588,307.9338266,1,1,1,42,corsika_nwu_relative,0.02299999952,2.847999878,0,-0.0194666665,-0.02390000038,-0.9995248065,5.39510625,4.730000019,1
117,0,4522,6,0.03647886303,-0.02249000262,-8,1.440623451,0.2831865235,-15.84760656,1.441493992,0.2825888483,-16.04321599,0.00445033615,-0.003055407102,-0.9999854294,0.03647886303,-0.02249000262,-0.1759999987,-0.03831447889,0.9836442452,-38.84043728,332.1636502,1,1,1,46,corsika_nwu_relative,-0.4770000076,-1.39,0,-0.01986666583,-0.02826666646,-0.9994029774,5.370318125,4.880000114,1
117,0,4542,13,0.02625509293,-0.0154164221,-8,0.2211492848,1.23945469,-15.88727909,0.221526264,1.239221489,-16.00664136,0.003158256487,-0.001953712039,-0.9999931042,0.02625509293,-0.0154164221,-0.02439575028,-0.1570776532,0.9872848921,-38.65019105,629.3238691,1,1,1,50,corsika_nwu_relative,0.9619999695,-0.8119999695,0,-0.01826666668,-0.02769999951,-0.9994493679,5.33334875,4.679999828,1
117,0,4554,32,0.006002329139,-0.02327201752,-8,-1.838158593,0.4681847809,-15.73757905,-1.837958381,0.4676129222,-15.94489801,0.0009657160148,-0.002758340262,-0.9999957295,0.006002329139,-0.02327201752,0.2314029585,-0.06166737176,0.9709015429,-39.20822392,274.3881255,1,1,1,52,corsika_nwu_relative,1.325,1.358000031,0,-0.01786666736,-0.02539999969,-0.9995176948,5.33334875,4.710000038,1
