event_id,telescope_id,photon_index,mirror_id,surface_x_m,surface_y_m,surface_z_m,mirror_x_m,mirror_y_m,mirror_z_m,input_x_m,input_y_m,input_z_m,input_dir_x,input_dir_y,input_dir_z,u_m,v_m,dir_x,dir_y,dir_z,time_ns,wavelength_nm,weight,relative_efficiency,signal_weight,source_bunch_index,source_coordinate_frame,raw_input_x_m,raw_input_y_m,raw_input_z_m,raw_input_dir_x,raw_input_dir_y,raw_input_dir_z,emission_altitude_km,multiplicity,eventio_2d
110,0,2430,5,-2.774657938,0.2077098092,-8,0.5418082837,-0.8373058011,-15.94786921,0.4670272397,-0.8319999695,-16.16998401,-0.3189969782,0.02263333276,-0.9474854406,-2.774657938,0.2077098092,-0.3822914072,0.1204596886,0.9161565059,-36.74450561,464.6567905,1,1,1,234,corsika_nwu_relative,-0.4970000076,0.8319999695,0,-0.0242999997,-0.02263333276,-0.999448469,4.864072188,4.760000229,1
110,0,2447,45,-2.619704017,0.09405444788,-8,-2.700688705,-1.315177025,-15.45289242,-2.567240355,-1.323999939,-15.06560093,-0.3256960005,0.02153333277,-0.9452293007,-2.619704017,0.09405444788,0.01067640809,0.1857824072,0.9825329061,-38.43114898,343.307154,1,1,1,237,corsika_nwu_relative,2.732000122,1.323999939,0,-0.01723333262,-0.02153333277,-0.9996195916,4.852885,4.78000021,1
110,0,2460,1,-2.744722755,0.2221135127,-8,0.4236375056,1.099469039,-15.93552674,0.3580228742,1.105,-16.13030967,-0.3191188106,0.02690000087,-0.9473328743,-2.744722755,0.2221135127,-0.3688610072,-0.1021418704,0.9238552894,-36.73409755,308.6088172,1,1,1,240,corsika_nwu_relative,-0.3809999847,-1.105,0,-0.02413333394,-0.02690000087,-0.9993467727,4.852885,4.800000191,1
110,0,2497,45,-2.608364666,0.08560989635,-8,-2.437562565,-1.480719593,-15.48159774,-2.324799486,-1.488000031,-15.15384219,-0.3252585687,0.02099999972,-0.94539191,-2.608364666,0.08560989635,-0.02233960259,0.204863864,0.9785355075,-38.4402334,346.8921932,1,1,1,247,corsika_nwu_relative,2.473999939,1.488000031,0,-0.01769999973,-0.02099999972,-0.9996227839,4.84172375,4.809999943,1
110,0,2510,20,-2.600782622,0.2963022059,-8,-1.593667346,1.927123791,-15.60829331,-1.536397435,1.921999969,-15.44079707,-0.3233932497,0.02893333323,-0.9458222181,-2.600782622,0.2963022059,-0.1283600633,-0.2078534275,0.9697013184,-38.03779576,344.5380452,1,1,1,250,corsika_nwu_relative,1.635,-1.921999969,0,-0.01960000023,-0.02893333323,-0.9993891645,4.830588125,4.829999924,1
110,0,2523,45,-2.614093739,0.09474308697,-8,-2.58284261,-1.313713464,-15.47312472,-2.456356453,-1.321999969,-15.10595937,-0.3256344261,0.0213333331,-0.94525505,-2.614093739,0.09474308697,-0.004109418852,0.1852073205,0.9826908777,-38.4375989,329.8081879,1,1,1,252,corsika_nwu_relative,2.613999939,1.321999969,0,-0.01730000041,-0.0213333331,-0.9996227283,4.830588125,4.840000153,1
110,0,2541,20,-2.599205506,0.2936992051,-8,-1.521337947,1.895713654,-15.61933978,-1.468739595,1.891000061,-15.46542251,-0.3232351822,0.02896666713,-0.9458752292,-2.599205506,0.2936992051,-0.1371299616,-0.2038137043,0.9693582143,-38.03844005,675.8301337,1,1,1,256,corsika_nwu_relative,1.563000031,-1.891000061,0,-0.019766666,-0.02896666713,-0.9993849164,4.819478125,4.869999886,1
110,0,2563,20,-2.597515063,0.2892946467,-8,-1.331234055,1.882348639,-15.63827684,-1.29395671,1.878999939,-15.52903827,-0.322824688,0.02899999917,-0.9460143872,-2.597515063,0.2892946467,-0.1601930718,-0.2015320542,0.9662934393,-38.04752853,493.1871932,1,1,1,260,corsika_nwu_relative,1.376999969,-1.878999939,0,-0.02019999921,-0.02899999917,-0.9993752849,4.808393438,4.900000095,1
110,0,2576,44,-2.594299196,0.2937075109,-8,-2.380167582,1.487399575,-15.48988782,-2.271237036,1.478000031,-15.17333732,-0.325262294,0.0280666668,-0.9452072272,-2.594299196,0.2937075109,-0.02822187067,-0.157324845,0.9871435656,-38.47393378,841.0424736,1,1,1,263,corsika_nwu_relative,2.416999969,-1.478000031,0,-0.0176333338,-0.0280666668,-0.9994505129,4.808393438,4.920000076,1
110,0,2619,26,-2.600483269,0.2830949922,-8,-1.317648779,1.682036497,-15.70683443,-1.261067468,1.676999969,-15.54100898,-0.3227957682,0.02873333357,-0.9460323925,-2.600483269,0.2830949922,-0.1616245213,-0.1762528626,0.9709852947,-37.73990597,393.9392396,1,1,1,271,corsika_nwu_relative,1.341999969,-1.676999969,0,-0.02023333311,-0.02873333357,-0.9993823131,4.797334375,4.710000038,1
