event_id,shower_event_id,array_id,telescope_id,source_bunch_index,source_coordinate_frame,input_x_m,input_y_m,input_z_m,input_dir_x,input_dir_y,input_dir_z,time_ns,emission_altitude_km,multiplicity,wavelength_nm,eventio_2d
110,1,10,0,41,corsika_nwu_relative,2.558000031,1.808000031,0,-0.01970000006,-0.02370000072,-0.9995249972,-65.19999695,5.42000875,4.550000191,741.1477015,1
110,1,10,0,42,corsika_nwu_relative,-1.833999939,2.501000061,0,-0.02400000021,-0.02300000004,-0.9994473473,-64.90000153,5.42000875,4.570000172,428.6363989,1
110,1,10,0,43,corsika_nwu_relative,-3.425,-0.335,0,-0.02556666732,-0.02576666698,-0.9993409951,-64.59999847,5.42000875,4.590000153,364.7542659,1
110,1,10,0,44,corsika_nwu_relative,3.132000122,-1.545,0,-0.01913333312,-0.0269666668,-0.9994532077,-64.90000153,5.42000875,4.610000134,722.0956492,1
110,1,10,0,45,corsika_nwu_relative,-1.941999969,2.418000031,0,-0.02413333394,-0.02306666598,-0.9994426002,-64.90000153,5.407543125,4.630000114,931.7661097,1
110,1,10,0,46,corsika_nwu_relative,1.403999939,2.677999878,0,-0.02080000006,-0.02280000038,-0.9995236465,-65.19999695,5.407543125,4.650000095,953.349042,1
110,1,10,0,47,corsika_nwu_relative,-1.523000031,2.653999939,0,-0.02373333275,-0.02280000038,-0.9994582977,-65,5.407543125,4.670000076,570.7614027,1
110,1,10,0,48,corsika_nwu_relative,1.353000031,-3.438999939,0,-0.02086666599,-0.0288666673,-0.9993654476,-64.59999847,5.407543125,4.690000057,341.1792084,1
110,1,10,0,49,corsika_nwu_relative,-0.3729999924,2.975,0,-0.02260000072,-0.022466667,-0.9994921154,-65.09999847,5.39510625,4.710000038,429.022086,1
110,1,10,0,50,corsika_nwu_relative,2.736000061,1.521999969,0,-0.0194666665,-0.02390000038,-0.9995248065,-65.19999695,5.39510625,4.730000019,366.4653058,1
110,1,10,0,51,corsika_nwu_relative,-1.266999969,2.751000061,0,-0.0234999992,-0.02266666666,-0.999466844,-65,5.39510625,4.739999771,291.8294121,1
110,1,10,0,52,corsika_nwu_relative,1.36,-3.418999939,0,-0.02083333395,-0.02889999934,-0.9993651796,-64.59999847,5.39510625,4.760000229,672.6185362,1
110,1,10,0,53,corsika_nwu_relative,-3.288999939,0.5240000153,0,-0.02553333342,-0.02490000054,-0.9993638171,-64.59999847,5.382698125,4.739999771,475.8492817,1
110,1,10,0,54,corsika_nwu_relative,0.5179999924,2.996000061,0,-0.02166666649,-0.0223999992,-0.9995142798,-65.09999847,5.382698125,4.760000229,341.8255806,1
110,1,10,0,55,corsika_nwu_relative,0.6469999695,2.967999878,0,-0.02153333277,-0.0223999992,-0.9995171612,-65.09999847,5.382698125,4.78000021,286.148564,1
110,1,10,0,56,corsika_nwu_relative,-3.23,-1.296000061,0,-0.02553333342,-0.02676666714,-0.999315563,-64.5,5.382698125,4.800000191,366.2684993,1
110,1,10,0,57,corsika_nwu_relative,1.328999939,-3.338999939,0,-0.02083333395,-0.0288666673,-0.999366143,-64.59999847,5.370318125,4.820000172,408.7381212,1
110,1,10,0,58,corsika_nwu_relative,-2.198999939,-2.841000061,0,-0.02446666732,-0.02836666629,-0.9992981109,-64.40000153,5.370318125,4.840000153,300.6961385,1
110,1,10,0,59,corsika_nwu_relative,1.945,2.363999939,0,-0.02019999921,-0.02300000004,-0.9995313702,-65.19999695,5.370318125,4.860000134,474.6447108,1
110,1,10,0,60,corsika_nwu_relative,2.236000061,-2.716000061,0,-0.01986666583,-0.02826666646,-0.9994029774,-64.80000305,5.370318125,4.880000114,313.3857846,1
110,1,10,0,61,corsika_nwu_relative,-3.293999939,-0.9659999847,0,-0.02563333325,-0.02643333375,-0.9993218756,-64.5,5.357966875,4.900000095,297.4783174,1
110,1,10,0,62,corsika_nwu_relative,1.179000015,-3.38,0,-0.02096666582,-0.02896666713,-0.9993604611,-64.59999847,5.357966875,4.920000076,711.4969288,1
110,1,10,0,63,corsika_nwu_relative,-2.617999878,1.773999939,0,-0.02496666647,-0.02356666699,-0.9994104651,-64.80000305,5.357966875,4.929999828,788.6124306,1
110,1,10,0,64,corsika_nwu_relative,-0.2539999962,2.995,0,-0.022466667,-0.02226666734,-0.999499597,-65.09999847,5.357966875,4.949999809,576.7224339,1
110,1,10,0,65,corsika_nwu_relative,-2.528000031,1.866999969,0,-0.02486666664,-0.02346666716,-0.9994153113,-64.80000305,5.34564375,4.96999979,289.3769915,1
110,1,10,0,66,corsika_nwu_relative,1.139000015,-3.811000061,0,-0.02099999972,-0.02946666628,-0.9993451434,-64.59999847,5.34564375,4.619999886,267.3842165,1
110,1,10,0,67,corsika_nwu_relative,1.129000015,-3.807999878,0,-0.02099999972,-0.02946666628,-0.9993451434,-64.59999847,5.34564375,4.630000114,260.3927157,1
110,1,10,0,68,corsika_nwu_relative,-2.138000031,-1.965,0,-0.02449999936,-0.02749999985,-0.9993215199,-64.5,5.34564375,4.650000095,358.7269326,1
110,1,10,0,69,corsika_nwu_relative,-2.211000061,0.725,0,-0.02456666715,-0.02463333309,-0.9993946557,-64.69999695,5.33334875,4.670000076,705.4323354,1
110,1,10,0,70,corsika_nwu_relative,-2.44,-0.6980000305,0,-0.02486666664,-0.0261666663,-0.9993482649,-64.59999847,5.3210825,4.730000019,865.6995113,1
110,1,10,0,71,corsika_nwu_relative,0.8369999695,2.727000122,0,-0.0213333331,-0.022466667,-0.9995199537,-65.09999847,5.3210825,4.75,348.47248,1
110,1,10,0,72,corsika_nwu_relative,-1.603999939,-2.697999878,0,-0.02400000021,-0.02836666629,-0.9993094277,-64.5,5.3210825,4.78000021,564.4640341,1
110,1,10,0,73,corsika_nwu_relative,-1.631999969,-2.658999939,0,-0.02403333411,-0.02833333425,-0.9993095722,-64.5,5.3210825,4.800000191,418.7143585,1
110,1,10,0,74,corsika_nwu_relative,3.532000122,1.230999985,0,-0.01833333261,-0.02403333411,-0.9995430395,-65.19999695,5.308844375,4.829999924,405.4502092,1
110,1,10,0,75,corsika_nwu_relative,1.628000031,2.655,0,-0.02043333277,-0.022466667,-0.9995387575,-65.19999695,5.308844375,4.5,736.8089188,1
110,1,10,0,76,corsika_nwu_relative,1.205999985,2.73,0,-0.02089999989,-0.02236666717,-0.9995313513,-65.19999695,5.296634375,4.510000229,477.2776944,1
110,1,10,0,77,corsika_nwu_relative,-1.301000061,-2.891000061,0,-0.02370000072,-0.02863333374,-0.9993089823,-64.5,5.296634375,4.53000021,322.4588509,1
110,1,10,0,78,corsika_nwu_relative,1.673999939,2.627999878,0,-0.02036666684,-0.022466667,-0.9995401181,-65.19999695,5.296634375,4.539999962,884.1931413,1
110,1,10,0,79,corsika_nwu_relative,3.407999878,1.421999969,0,-0.01843333244,-0.02380000055,-0.9995467834,-65.19999695,5.296634375,4.550000191,651.8214531,1
110,1,10,0,80,corsika_nwu_relative,0.3340000153,-3.633999939,0,-0.02190000005,-0.02950000018,-0.9993248421,-64.5,5.2844525,4.570000172,558.5170237,1
110,1,10,0,81,corsika_nwu_relative,1.866000061,2.553999939,0,-0.02016666718,-0.02250000089,-0.9995434235,-65.19999695,5.2844525,4.579999924,289.3519721,1
110,1,10,0,82,corsika_nwu_relative,-1.335,-2.828999939,0,-0.02376666665,-0.02859999985,-0.9993083536,-64.5,5.2844525,4.599999905,630.955314,1
110,1,10,0,83,corsika_nwu_relative,-0.4909999847,2.44,0,-0.02283333242,-0.02260000072,-0.9994838062,-65,5.2844525,4.610000134,604.4763836,1
110,1,10,0,84,corsika_nwu_relative,2.943999939,1.901000061,0,-0.01889999956,-0.0232333336,-0.9995514005,-65.19999695,5.2844525,4.619999886,399.9452072,1
110,1,10,0,85,corsika_nwu_relative,-1.428999939,-2.718999939,0,-0.02390000038,-0.02850000001,-0.9993080306,-64.5,5.27229875,4.639999866,373.0477514,1
110,1,10,0,86,corsika_nwu_relative,-2.085,-1.755,0,-0.02466666698,-0.02740000002,-0.9993201667,-64.5,5.27229875,4.650000095,471.3299878,1
110,1,10,0,87,corsika_nwu_relative,1.695,2.577000122,0,-0.02033333294,-0.0223999992,-0.9995422931,-65.19999695,5.27229875,4.670000076,464.7000721,1
110,1,10,0,88,corsika_nwu_relative,3.236000061,1.57,0,-0.01853333414,-0.02356666699,-0.9995504628,-65.19999695,5.27229875,4.679999828,263.6612133,1
110,1,10,0,89,corsika_nwu_relative,-2.191999969,-2.882000122,0,-0.02483333275,-0.02869999968,-0.9992795483,-64.40000153,5.27229875,4.670000076,377.7481039,1
110,1,10,0,90,corsika_nwu_relative,3.556000061,-0.72,0,-0.01816666685,-0.0262000002,-0.9994916369,-65,5.2601725,4.690000057,324.0948354,1
110,1,10,0,91,corsika_nwu_relative,-2.713999939,-0.9340000153,0,-0.02546666749,-0.02646666579,-0.9993252546,-64.59999847,5.2601725,4.699999809,819.2782648,1
110,1,10,0,92,corsika_nwu_relative,3.57,-1.120999985,0,-0.01810000092,-0.02666666731,-0.9994805045,-65,5.2601725,4.71999979,314.9743035,1
110,1,10,0,93,corsika_nwu_relative,1.055,1.951000061,0,-0.02106666751,-0.02306666598,-0.9995119431,-65.09999847,5.248074375,4.739999771,314.0840602,1
110,1,10,0,94,corsika_nwu_relative,0.9719999695,1.961000061,0,-0.02116666734,-0.02303333394,-0.9995105991,-65.09999847,5.248074375,4.760000229,272.5671528,1
110,1,10,0,95,corsika_nwu_relative,1.906000061,1.631999969,0,-0.02003333345,-0.02339999937,-0.9995254402,-65.09999847,5.248074375,4.769999981,464.9655752,1
110,1,10,0,96,corsika_nwu_relative,-0.06300000191,1.958999939,0,-0.02236666717,-0.02303333394,-0.999484466,-65,5.248074375,4.789999962,406.6373381,1
110,1,10,0,97,corsika_nwu_relative,-2.611000061,-0.4809999847,0,-0.02543333359,-0.02590000071,-0.9993409506,-64.59999847,5.236004375,4.809999943,632.4727198,1
110,1,10,0,98,corsika_nwu_relative,-2.55,-1.981000061,0,-0.0253666658,-0.02769999951,-0.9992943722,-64.5,5.236004375,4.829999924,713.9582304,1
110,1,10,0,99,corsika_nwu_relative,-1.234000015,-3.728999939,0,-0.02380000055,-0.02979999967,-0.9992724954,-64.40000153,5.236004375,4.840000153,522.8899983,1
110,1,10,0,100,corsika_nwu_relative,3.315,-0.01799999952,0,-0.01830000058,-0.02533333376,-0.9995115468,-65.09999847,5.236004375,4.860000134,928.1702048,1
110,1,10,0,101,corsika_nwu_relative,0.4440000153,1.965,0,-0.02176666632,-0.02293333411,-0.9995000122,-65,5.223961875,4.869999886,695.2470941,1
110,1,10,0,102,corsika_nwu_relative,1.119000015,1.923000031,0,-0.02093333378,-0.02293333411,-0.9995178126,-65.09999847,5.223961875,4.570000172,364.5170552,1
