event_id,telescope_id,input_bunches,input_photons,blocked_by_obstruction,blocked_incoming,blocked_reflected,hit_mirror_before_obstruction,hit_output_before_obstruction,hit_mirror,hit_output_plane,hit_camera,accepted_camera,mirror_transmission_after_incoming_obstruction,output_transmission_after_obstruction,lost_between_pixels,unique_hit_pixels,pe,signal,time_mean_ns,time_rms_ns
117,0,481,2286.900002,210,206,4,1561,1561,1355,1351,1149,1149,0.868033312,0.865470852,202,18,1149,1149,-39.56521122,0.5365167956
