id,x_m,y_m,shape,size_m
181,0.20270000398159027,-0.46389999985694885,Square,0.0244
182,0.20270000398159027,-0.43810001015663147,Square,0.0244
183,0.20270000398159027,-0.4122999906539917,Square,0.0244
184,0.20270000398159027,-0.3865000009536743,Square,0.0244
185,0.22849999368190765,-0.46389999985694885,Square,0.0244
186,0.22849999368190765,-0.43810001015663147,Square,0.0244
187,0.22849999368190765,-0.4122999906539917,Square,0.0244
188,0.22849999368190765,-0.3865000009536743,Square,0.0244
189,0.25429999828338623,-0.46389999985694885,Square,0.0244
190,0.25429999828338623,-0.43810001015663147,Square,0.0244
191,0.25429999828338623,-0.4122999906539917,Square,0.0244
192,0.25429999828338623,-0.3865000009536743,Square,0.0244
193,0.2816999852657318,-0.46389999985694885,Square,0.0244
194,0.2816999852657318,-0.43810001015663147,Square,0.0244
195,0.2816999852657318,-0.4122999906539917,Square,0.0244
196,0.2816999852657318,-0.3865000009536743,Square,0.0244
197,0.30750000476837164,-0.46389999985694885,Square,0.0244
198,0.30750000476837164,-0.43810001015663147,Square,0.0244
199,0.30750000476837164,-0.4122999906539917,Square,0.0244
200,0.30750000476837164,-0.3865000009536743,Square,0.0244
201,0.33329999446868896,-0.46389999985694885,Square,0.0244
202,0.33329999446868896,-0.43810001015663147,Square,0.0244
203,0.33329999446868896,-0.4122999906539917,Square,0.0244
204,0.33329999446868896,-0.3865000009536743,Square,0.0244
205,0.35910001397132874,-0.46389999985694885,Square,0.0244
206,0.35910001397132874,-0.43810001015663147,Square,0.0244
207,0.35910001397132874,-0.4122999906539917,Square,0.0244
208,0.35910001397132874,-0.3865000009536743,Square,0.0244
209,0.3865000009536743,-0.46389999985694885,Square,0.0244
210,0.3865000009536743,-0.43810001015663147,Square,0.0244
211,0.3865000009536743,-0.4122999906539917,Square,0.0244
212,0.3865000009536743,-0.3865000009536743,Square,0.0244
213,0.4122999906539917,-0.46389999985694885,Square,0.0244
214,0.4122999906539917,-0.43810001015663147,Square,0.0244
215,0.4122999906539917,-0.4122999906539917,Square,0.0244
216,0.4122999906539917,-0.3865000009536743,Square,0.0244
217,0.43810001015663147,-0.46389999985694885,Square,0.0244
218,0.43810001015663147,-0.43810001015663147,Square,0.0244
219,0.43810001015663147,-0.4122999906539917,Square,0.0244
220,0.43810001015663147,-0.3865000009536743,Square,0.0244
221,0.46389999985694885,-0.46389999985694885,Square,0.0244
222,0.46389999985694885,-0.43810001015663147,Square,0.0244
223,0.46389999985694885,-0.4122999906539917,Square,0.0244
224,0.46389999985694885,-0.3865000009536743,Square,0.0244
225,-0.46389999985694885,-0.35910001397132874,Square,0.0244
226,-0.46389999985694885,-0.33329999446868896,Square,0.0244
227,-0.46389999985694885,-0.30750000476837164,Square,0.0244
228,-0.46389999985694885,-0.2816999852657318,Square,0.0244
229,-0.43810001015663147,-0.35910001397132874,Square,0.0244
230,-0.43810001015663147,-0.33329999446868896,Square,0.0244
231,-0.43810001015663147,-0.30750000476837164,Square,0.0244
232,-0.43810001015663147,-0.2816999852657318,Square,0.0244
233,-0.4122999906539917,-0.35910001397132874,Square,0.0244
234,-0.4122999906539917,-0.33329999446868896,Square,0.0244
235,-0.4122999906539917,-0.30750000476837164,Square,0.0244
236,-0.4122999906539917,-0.2816999852657318,Square,0.0244
237,-0.3865000009536743,-0.35910001397132874,Square,0.0244
238,-0.3865000009536743,-0.33329999446868896,Square,0.0244
239,-0.3865000009536743,-0.30750000476837164,Square,0.0244
240,-0.3865000009536743,-0.2816999852657318,Square,0.0244
241,-0.35910001397132874,-0.35910001397132874,Square,0.0244
242,-0.35910001397132874,-0.33329999446868896,Square,0.0244
243,-0.35910001397132874,-0.30750000476837164,Square,0.0244
244,-0.35910001397132874,-0.2816999852657318,Square,0.0244
245,-0.33329999446868896,-0.35910001397132874,Square,0.0244
246,-0.33329999446868896,-0.33329999446868896,Square,0.0244
247,-0.33329999446868896,-0.30750000476837164,Square,0.0244
248,-0.33329999446868896,-0.2816999852657318,Square,0.0244
249,-0.30750000476837164,-0.35910001397132874,Square,0.0244
250,-0.30750000476837164,-0.33329999446868896,Square,0.0244
251,-0.30750000476837164,-0.30750000476837164,Square,0.0244
252,-0.30750000476837164,-0.2816999852657318,Square,0.0244
253,-0.2816999852657318,-0.35910001397132874,Square,0.0244
254,-0.2816999852657318,-0.33329999446868896,Square,0.0244
255,-0.2816999852657318,-0.30750000476837164,Square,0.0244
256,-0.2816999852657318,-0.2816999852657318,Square,0.0244
257,-0.25429999828338623,-0.35910001397132874,Square,0.0244
258,-0.25429999828338623,-0.33329999446868896,Square,0.0244
259,-0.25429999828338623,-0.30750000476837164,Square,0.0244
260,-0.25429999828338623,-0.2816999852657318,Square,0.0244
261,-0.22849999368190765,-0.35910001397132874,Square,0.0244
262,-0.22849999368190765,-0.33329999446868896,Square,0.0244
263,-0.22849999368190765,-0.30750000476837164,Square,0.0244
264,-0.22849999368190765,-0.2816999852657318,Square,0.0244
265,-0.20270000398159027,-0.35910001397132874,Square,0.0244
266,-0.20270000398159027,-0.33329999446868896,Square,0.0244
267,-0.20270000398159027,-0.30750000476837164,Square,0.0244
268,-0.20270000398159027,-0.2816999852657318,Square,0.0244
269,-0.1768999993801117,-0.35910001397132874,Square,0.0244
270,-0.1768999993801117,-0.33329999446868896,Square,0.0244
271,-0.1768999993801117,-0.30750000476837164,Square,0.0244
272,-0.1768999993801117,-0.2816999852657318,Square,0.0244
273,-0.14350000023841858,-0.35910001397132874,Square,0.0244
274,-0.14350000023841858,-0.33329999446868896,Square,0.0244
275,-0.14350000023841858,-0.30750000476837164,Square,0.0244
276,-0.14350000023841858,-0.2816999852657318,Square,0.0244
277,-0.1177000030875206,-0.35910001397132874,Square,0.0244
278,-0.1177000030875206,-0.33329999446868896,Square,0.0244
279,-0.1177000030875206,-0.30750000476837164,Square,0.0244
280,-0.1177000030875206,-0.2816999852657318,Square,0.0244
281,-0.09189999848604202,-0.35910001397132874,Square,0.0244
282,-0.09189999848604202,-0.33329999446868896,Square,0.0244
283,-0.09189999848604202,-0.30750000476837164,Square,0.0244
284,-0.09189999848604202,-0.2816999852657318,Square,0.0244
285,-0.06610000133514404,-0.35910001397132874,Square,0.0244
286,-0.06610000133514404,-0.33329999446868896,Square,0.0244
287,-0.06610000133514404,-0.30750000476837164,Square,0.0244
288,-0.06610000133514404,-0.2816999852657318,Square,0.0244
289,-0.03869999945163727,-0.35910001397132874,Square,0.0244
290,-0.03869999945163727,-0.33329999446868896,Square,0.0244
291,-0.03869999945163727,-0.30750000476837164,Square,0.0244
292,-0.03869999945163727,-0.2816999852657318,Square,0.0244
293,-0.012900000438094139,-0.35910001397132874,Square,0.0244
294,-0.012900000438094139,-0.33329999446868896,Square,0.0244
